,percent_cdna_longer_than_400bp,rna_amplification_pass_fail,amplified_quantity_ng,cell_specimen_project,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
261,0.662,Pass,12.88886796,mIVSCC-MET,0.9045239559999999,True
262,0.6940000000000001,Pass,12.31972218,mIVSCC-MET,0.811591562,True
263,0.67,Pass,16.47656231,mIVSCC-MET,0.875065175,True
264,0.523,Pass,22.77354399,mIVSCC-MET,0.750370656,True
265,0.569,Pass,24.66552731,mIVSCC-MET,0.8486743040000001,True
266,0.735,Pass,11.48283611,mIVSCC-MET,0.8774534340000001,True
267,0.701,Pass,8.129536454,mIVSCC-MET,0.779047425,True
268,0.676815774,Pass,9.525,T301x,0.576122964,True
269,0.7020000000000001,Pass,16.59229795,mIVSCC-MET,0.9237050520000001,True
270,0.693,Pass,16.02459655,mIVSCC-MET,0.835325952,True
271,0.607,Pass,13.02281767,mIVSCC-MET,0.8127351890000001,True
272,0.545,Pass,16.1424481,T301x,0.576330363,True
273,0.648,Pass,17.22241913,mIVSCC-MET,0.7873277679999999,True
274,0.295,Fail,25.27853923,mIVSCC-MET,0.684766187,True
275,0.57,Pass,26.51510436,mIVSCC-MET,0.93736068,True
276,0.545,Pass,10.89907816,mIVSCC-MET,0.826162918,True
277,0.723039625,Pass,12.09,T301x,0.77373937,True
278,0.272090493,Pass,114.48,T301x,0.821834915,True
279,0.617,Pass,11.60365463,mIVSCC-MET,0.8162449959999999,True
280,0.778,Pass,10.37546936,T301x,0.9193338040000001,True
281,0.655,Pass,15.86975231,mIVSCC-MET,0.75895182,True
282,0.705,Pass,21.73474628,mIVSCC-MET,1.05097092,True
283,0.48700000000000004,Fail,5.0711973519999995,mIVSCC-MET,0.6715873990000001,True
284,0.519,Pass,31.50061758,mIVSCC-MET,0.9195032679999999,True
285,0.489,Pass,9.20634194,mIVSCC-MET,0.713361694,True
286,0.712657393,Pass,15.69,T301x,0.818224672,True
287,0.65,Pass,13.65521417,mIVSCC-MET,0.9730605520000001,True
288,0.6579999999999999,Pass,18.11034647,mIVSCC-MET,0.863927222,True
289,0.455,Pass,18.70597934,mIVSCC-MET,0.6719179390000001,True
290,0.574,Pass,11.9954899,mIVSCC-MET,0.7734547979999999,True
291,0.62,Pass,21.04273917,mIVSCC-MET,0.8686504559999999,True
292,0.71250741,Pass,10.995,T301x,0.71124717,True
293,0.747,Pass,13.39319575,mIVSCC-MET,0.80624965,True
294,0.69,Pass,11.45571499,mIVSCC-MET,0.805066339,True
295,0.519,Pass,15.25455612,mIVSCC-MET,0.730807543,True
296,0.442083386,Pass,27.735,T301x,0.783965024,True
297,0.408,Pass,24.00222989,mIVSCC-MET,0.811378197,True
298,0.711,Pass,19.54376026,mIVSCC-MET,0.901172302,True
299,0.787,Pass,13.67258662,mIVSCC-MET,0.840860753,True
300,0.6709999999999999,Pass,22.33638162,mIVSCC-MET,0.99305852,True
301,0.727,Pass,15.43009916,mIVSCC-MET,0.751209285,True
302,0.7340000000000001,Pass,6.913554085,mIVSCC-MET,0.732980037,True
303,0.6609999999999999,Pass,20.88205574,mIVSCC-MET,0.849219023,True
304,0.638,Pass,12.56077449,mIVSCC-MET,0.642057691,True
305,0.679,Pass,15.03475808,mIVSCC-MET,0.711374862,True
306,0.424,Pass,10.60757398,mIVSCC-MET,0.517228293,True
307,0.845,Pass,18.6373922,mIVSCC-MET,0.780042467,True
308,0.738,Pass,11.31943451,mIVSCC-MET,0.8491198609999999,True
309,0.6967289720000001,Pass,6.42,T301x,0.761434472,True
310,0.6579999999999999,Pass,12.58859808,mIVSCC-MET,0.744613338,True
311,0.588,Pass,12.37501578,mIVSCC-MET,0.816253052,True
312,0.637,Pass,10.18018204,mIVSCC-MET,0.915384845,True
313,0.695,Pass,7.684418658999999,mIVSCC-MET,0.657582659,True
314,0.606,Pass,9.38188507,mIVSCC-MET,0.649067486,True
315,0.639,Pass,22.50965398,mIVSCC-MET,0.823955769,True
316,0.8820059000000001,Pass,14.238,T301x,0.9284896420000001,True
317,0.682124455,Pass,3.7845,T301x,0.755181494,True
318,0.8122197309999999,Pass,2.676,T301x,0.5686085470000001,True
319,0.596,Pass,8.67333233,mIVSCC-MET,0.915679609,True
320,0.516,Pass,15.93264021,mIVSCC-MET,0.8423386690000001,True
321,0.611,Pass,7.051386428,mIVSCC-MET,0.7218152109999999,True
322,0.5529999999999999,Pass,7.788271683,mIVSCC-MET,0.709919787,True
323,0.489,Pass,12.09226299,mIVSCC-MET,0.825610104,True
