,percent_cdna_longer_than_400bp,rna_amplification_pass_fail,amplified_quantity_ng,cell_specimen_project,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
8104,0.263,Fail,11.58715346,mIVSCC-MET,0.591093346,True
8106,0.39299999999999996,Fail,6.466119902999999,mIVSCC-MET,0.528782334,True
8115,0.39899999999999997,Fail,4.109463889,mIVSCC-MET,0.655520573,True
8145,0.24600000000000002,Fail,19.79521718,mIVSCC-MET,0.8384028,True
8146,0.25,Fail,32.35971733,mIVSCC-MET,1.224289304,True
8159,0.424,Fail,3.448409542,mIVSCC-MET,0.539200192,True
8170,0.32799999999999996,Fail,12.90704965,mIVSCC-MET,0.775011314,True
8173,0.401,Fail,5.09015201,mIVSCC-MET,0.48150682899999997,True
8182,0.33799999999999997,Fail,5.685966039,mIVSCC-MET,0.758789413,True
8208,0.569,Fail,3.930186923,hIVSCC-METx,0.507989417,True
8230,0.505,Fail,6.456381052999999,mIVSCC-MET,0.46432482799999997,True
8231,0.654,Fail,5.755266173,mIVSCC-MET,0.676552484,True
8236,0.34,Fail,3.874062506,mIVSCC-MET,0.502874307,True
8237,0.5579999999999999,Fail,11.74839709,mIVSCC-MET,0.5139808020000001,True
8250,0.4,Fail,5.961030835,mIVSCC-MET,0.446151788,True
8259,0.377,Fail,8.118378764,mIVSCC-MET,0.561781671,True
8260,0.321,Fail,6.968782462,hIVSCC-METx,0.684063306,True
8262,0.419,Fail,10.34987672,mIVSCC-MET,0.648723437,True
8265,0.254,Fail,14.32043747,mIVSCC-MET,0.640144731,True
8274,0.253,Fail,11.16116636,mIVSCC-MET,0.53310143,True
8280,0.382,Fail,10.61602248,mIVSCC-MET,0.524682792,True
8281,0.371,Fail,8.778552532,mIVSCC-MET,0.497791428,True
8289,0.43200000000000005,Fail,2.8664758,mIVSCC-MET,0.455310224,True
8324,0.569,Fail,4.256709002,mIVSCC-MET,0.724914946,True
8326,0.494,Fail,9.585219397000001,mIVSCC-MET,0.500079878,True
8345,0.342,Fail,5.174699108,mIVSCC-MET,0.682898298,True
8347,0.389,Fail,2.905350462,mIVSCC-MET,0.531561574,True
8350,0.57,Fail,5.054621139,mIVSCC-MET,0.6906719790000001,True
8353,0.508,Fail,8.424953869,mIVSCC-METx,0.734287205,True
8354,0.332,Fail,4.438489345,mIVSCC-MET,0.46983617899999996,True
8356,0.41600000000000004,Fail,7.023152595,mIVSCC-MET,0.672646537,True
8369,0.306,Fail,20.79264893,mIVSCC-MET,0.596479077,True
8389,0.41,Fail,7.143716112000001,mIVSCC-MET,0.538460921,True
8391,0.28,Fail,18.81827157,mIVSCC-MET,0.655450796,True
8402,0.295,Fail,21.6977185,mIVSCC-MET,0.559538302,True
8412,0.389,Fail,4.148523513,mIVSCC-MET,0.489145703,True
8413,0.405,Fail,14.82991544,mIVSCC-MET,0.440108854,True
8415,0.39799999999999996,Fail,5.492620004,mIVSCC-MET,0.407876133,True
8416,0.389,Fail,5.758840144,mIVSCC-MET,0.838138204,True
8426,0.46,Fail,6.098975954,mIVSCC-MET,0.445585089,True
8437,0.45,Fail,4.237130253,mIVSCC-MET,0.469982729,True
8438,0.32799999999999996,Fail,4.074623787,mIVSCC-MET,0.483416941,True
8448,0.501,Fail,4.876034371,mIVSCC-MET,0.5216418270000001,True
8455,0.419,Fail,7.023970031,mIVSCC-MET,0.601312331,True
8456,0.392,Fail,26.08149565,mIVSCC-MET,0.449201833,True
8460,0.43700000000000006,Fail,18.37507292,mIVSCC-MET,0.653086735,True
8461,0.466,Fail,11.43135414,mIVSCC-MET,0.634294868,True
8463,0.40399999999999997,Fail,5.796797841,mIVSCC-MET,0.46383193,True
8480,0.38799999999999996,Fail,6.240199332,mIVSCC-MET,0.877348778,True
8488,0.475,Fail,5.083327022,mIVSCC-MET,0.6818061040000001,True
8502,0.431,Fail,4.647502063,mIVSCC-MET,0.613561911,True
8503,0.327,Fail,6.693209769,mIVSCC-MET,0.416609414,True
8505,0.44,Fail,10.04395345,mIVSCC-MET,0.57228436,True
8514,0.105,Fail,25.7873407,mIVSCC-MET,0.416134045,True
8515,0.425,Fail,3.196485142,mIVSCC-MET,0.501279396,True
8516,0.40399999999999997,Fail,4.919854834,mIVSCC-MET,0.575794775,True
8529,0.408,Fail,2.010824879,mIVSCC-MET,0.5028350570000001,True
8534,0.493,Fail,6.095248503,mIVSCC-MET,0.404897126,True
8562,0.526,Fail,4.664865336,mIVSCC-MET,0.5697437679999999,True
8563,0.272,Fail,15.61025944,mIVSCC-MET,0.560632805,True
8565,0.408,Fail,7.679990828999999,mIVSCC-MET,0.581941669,True
8567,0.451,Fail,9.828028322,mIVSCC-MET,0.43166072,True
8569,0.46,Fail,6.579315732,mIVSCC-MET,0.416218274,True
8621,0.545,Fail,3.917725483,mIVSCC-MET,0.49732003799999996,True
8626,0.45899999999999996,Fail,18.93998414,mIVSCC-MET,0.825635248,True
8640,0.38299999999999995,Fail,4.860690104,mIVSCC-MET,0.756279887,True
8648,0.515,Fail,2.846429048,mIVSCC-MET,0.551991515,True
8658,0.215,Fail,7.997223383,mIVSCC-MET,0.558293725,True
8676,0.426,Fail,9.421002677,mIVSCC-METx,0.42216589200000004,True
8677,0.33399999999999996,Fail,10.38116292,mIVSCC-METx,0.463895423,True
8688,0.536,Fail,3.462636269,mIVSCC-MET,0.579646013,True
8690,0.257,Fail,5.391653871,mIVSCC-MET,0.485062778,True
8705,0.511,Fail,3.8461735910000003,mIVSCC-MET,0.448846211,True
8709,0.397,Fail,4.041657147,mIVSCC-MET,0.567155334,True
8716,0.653,Fail,1.678088119,mIVSCC-MET,0.49711004799999997,True
8727,0.36200000000000004,Fail,6.25379214,mIVSCC-MET,0.625708135,True
8740,0.53,Fail,3.295529101,mIVSCC-MET,0.401855013,True
8743,0.33399999999999996,Fail,5.516064307000001,mIVSCC-MET,0.526567754,True
8755,0.51,Fail,5.824319909,mIVSCC-MET,0.874769144,True
8771,0.373,Fail,5.994870465,mIVSCC-MET,0.6184732310000001,True
8783,0.409,Fail,5.527325531000001,mIVSCC-MET,0.8376143090000001,True
8815,0.457,Fail,8.223761131,mIVSCC-MET,0.45667903200000004,True
8830,0.154,Fail,76.80312821,mIVSCC-MET,0.41056748200000004,True
8837,0.469,Fail,5.883503129,mIVSCC-MET,0.541486005,True
8851,0.327,Fail,9.444430699,mIVSCC-MET,0.578412435,True
8860,0.401,Fail,4.977311666,mIVSCC-MET,0.646614399,True
8861,0.386,Fail,4.76326046,mIVSCC-MET,0.5322325370000001,True
8864,0.26,Fail,6.869311289,mIVSCC-MET,0.619743217,True
8870,0.446,Fail,3.4805873569999997,mIVSCC-MET,0.612926055,True
8871,0.45899999999999996,Fail,9.855522367,mIVSCC-MET,0.6308266929999999,True
8873,0.43799999999999994,Fail,6.312257589,mIVSCC-MET,0.612208589,True
8876,0.447,Fail,11.02075726,mIVSCC-MET,0.46916397299999996,True
8879,0.479,Fail,2.746384363,mIVSCC-MET,0.547308758,True
8882,0.426,Fail,5.086289999,mIVSCC-MET,0.726746928,True
8883,0.406,Fail,2.80161196,mIVSCC-MET,0.495381778,True
8884,0.5329999999999999,Fail,8.008739817,mIVSCC-MET,0.6975853940000001,True
8895,0.495,Fail,6.184825077,mIVSCC-MET,0.597061197,True
8901,0.354,Fail,4.941360115,mIVSCC-MET,0.568006049,True
8902,0.42200000000000004,Fail,5.225833226000001,mIVSCC-MET,0.478845184,True
8903,0.451,Fail,4.979341123999999,mIVSCC-MET,0.432351696,True
8904,0.405,Fail,4.689864739,mIVSCC-MET,0.404319944,True
8905,0.461,Fail,8.795400075,mIVSCC-MET,0.465223589,True
8908,0.33799999999999997,Fail,9.101778766,mIVSCC-MET,0.536597349,True
8910,0.34299999999999997,Fail,4.880397596,mIVSCC-MET,0.553881548,True
8911,0.451,Fail,22.0884682,hIVSCC-METx,0.84026684,True
8914,0.626,Fail,3.57824614,mIVSCC-MET,0.43175494200000003,True
8915,0.36700000000000005,Fail,9.535268473,mIVSCC-MET,0.490802881,True
8917,0.32799999999999996,Fail,6.407745562000001,mIVSCC-MET,0.5421079639999999,True
8922,0.43,Fail,12.25041806,hIVSCC-METx,0.7804142740000001,True
8926,0.499,Fail,2.97260695,mIVSCC-MET,0.65084924,True
8929,0.42100000000000004,Fail,3.9126838669999997,mIVSCC-MET,0.522862418,True
8930,0.65,Fail,3.09449828,mIVSCC-MET,0.658361291,True
8936,0.18899999999999997,Fail,47.66349723,mIVSCC-MET,0.664434943,True
8961,0.273,Fail,7.359437442000001,mIVSCC-MET,0.46871071200000003,True
8962,0.402,Fail,6.828373974,mIVSCC-MET,0.483779179,True
8966,0.469,Fail,2.45786173,mIVSCC-MET,0.6916227420000001,True
8968,0.385,Fail,8.06706389,mIVSCC-MET,0.578240408,True
8970,0.37,Fail,5.005694997,mIVSCC-MET,0.5439217510000001,True
8971,0.345,Fail,6.027964645,mIVSCC-MET,0.535121899,True
8974,0.262,Fail,6.875034434,mIVSCC-MET,0.612260761,True
8988,0.336,Fail,7.10312299,mIVSCC-MET,0.604453499,True
8989,0.428,Fail,7.811245605,mIVSCC-MET,0.9438541309999999,True
8990,0.556,Fail,3.83965128,mIVSCC-MET,0.467774476,True
8993,0.586,Fail,5.3122069430000005,mIVSCC-MET,0.615264664,True
9005,0.154,Fail,27.41266124,mIVSCC-MET,0.435210681,True
9010,0.381,Fail,5.562854803,mIVSCC-MET,0.431916039,True
9011,0.473,Fail,5.7229173620000005,mIVSCC-MET,0.644553306,True
9012,0.27899999999999997,Fail,6.532429758999999,mIVSCC-METx,0.414831357,True
9021,0.179,Fail,17.16373349,mIVSCC-MET,0.493839931,True
9024,0.12,Fail,28.03800668,mIVSCC-MET,0.485154275,True
9026,0.513,Fail,6.829385343999999,mIVSCC-MET,0.44835879999999995,True
9029,0.51,Fail,5.5740305029999995,mIVSCC-MET,0.552637367,True
9031,0.40700000000000003,Fail,7.8644517039999995,mIVSCC-MET,0.43125034700000003,True
9038,0.32799999999999996,Fail,5.166351152,mIVSCC-MET,0.568139078,True
9040,0.49200000000000005,Fail,2.539662136,mIVSCC-MET,0.622259535,True
9042,0.364,Fail,6.153789226000001,mIVSCC-MET,0.682749789,True
9048,0.395,Fail,5.870435585,mIVSCC-MET,0.5448043920000001,True
9050,0.376,Fail,6.071151807000001,mIVSCC-MET,0.403204195,True
9053,0.355,Fail,5.902954125,mIVSCC-MET,0.429364685,True
9058,0.35700000000000004,Fail,10.60225646,mIVSCC-MET,0.546049821,True
9065,0.33299999999999996,Fail,2.9371885669999998,mIVSCC-MET,0.5500913629999999,True
9066,0.306,Fail,5.38265633,mIVSCC-MET,0.48431713,True
9067,0.446,Fail,6.328218627999999,mIVSCC-MET,0.49238884299999996,True
9074,0.43799999999999994,Fail,9.669418268,mIVSCC-MET,0.5559821970000001,True
9077,0.256,Fail,7.048118022000001,mIVSCC-MET,0.598672058,True
9078,0.335,Fail,6.075444479,mIVSCC-MET,0.42872056299999994,True
9084,0.426,Fail,8.892997833999999,mIVSCC-MET,0.6125700270000001,True
9085,0.419,Fail,6.695319522,mIVSCC-MET,0.454765463,True
9090,0.39799999999999996,Fail,6.502399023,mIVSCC-MET,0.415859672,True
9092,0.5710000000000001,Fail,2.573197399,hIVSCC-METx,0.594535225,True
9093,0.447,Fail,5.387520964,hIVSCC-METx,0.42370887100000004,True
9118,0.425,Fail,13.10661965,hIVSCC-METx,0.535689139,True
9176,0.418,Fail,6.216771357000001,mIVSCC-MET,0.432380317,True
9199,0.578,Fail,4.018072824,mIVSCC-MET,0.476941591,True
9203,0.65,Fail,1.9899373319999998,mIVSCC-MET,0.549605196,True
9205,0.498,Fail,4.115183362,mIVSCC-MET,0.49693900700000004,True
9210,0.368,Fail,5.940895591,mIVSCC-MET,0.524383722,True
9211,0.491,Fail,5.203572431,mIVSCC-MET,0.42287546600000003,True
9233,0.226,Fail,19.19361903,mIVSCC-MET,0.9668891559999999,True
9236,0.439,Fail,4.340365487,mIVSCC-MET,0.514747593,True
9270,0.18899999999999997,Fail,19.48309524,mIVSCC-MET,0.535980754,True
9275,0.204,Fail,11.05631268,mIVSCC-MET,0.505240743,True
9276,0.252,Fail,11.46124856,mIVSCC-MET,0.454606381,True
9277,0.36200000000000004,Fail,6.426045178,mIVSCC-MET,0.446611314,True
9278,0.507,Fail,10.2129273,mIVSCC-MET,0.42567852799999994,True
9279,0.408,Fail,9.04760015,mIVSCC-MET,0.42296320600000004,True
9282,0.294,Fail,2.099120148,mIVSCC-MET,0.44988733,True
9283,0.47600000000000003,Fail,4.815109914,mIVSCC-MET,0.629807138,True
9284,0.28300000000000003,Fail,10.21009545,mIVSCC-MET,0.644534916,True
9286,0.47,Fail,6.133926217000001,mIVSCC-MET,0.454775993,True
9293,0.491,Fail,6.803224951,mIVSCC-MET,0.465555204,True
9294,0.469,Fail,6.859826169,mIVSCC-MET,0.8880903459999999,True
9295,0.44299999999999995,Fail,3.2290951210000003,mIVSCC-MET,0.42494027799999995,True
9306,0.312,Fail,10.85122122,mIVSCC-MET,0.574859738,True
9311,0.408,Fail,7.611384902,mIVSCC-MET,0.43126307700000005,True
9312,0.531,Fail,5.46303644,mIVSCC-MET,0.47131154799999997,True
9313,0.42,Fail,8.27857045,mIVSCC-MET,0.589636239,True
9314,0.586,Fail,2.9793741660000004,mIVSCC-MET,0.44504365100000004,True
9317,0.336,Fail,12.51365496,mIVSCC-MET,0.400824365,True
9325,0.585,Fail,5.583322041000001,mIVSCC-MET,0.46411576200000004,True
9337,0.376,Fail,12.34819835,mIVSCC-MET,0.549396981,True
9343,0.273,Fail,7.180637746,mIVSCC-MET,0.446014934,True
9349,0.332,Fail,7.441468958,mIVSCC-MET,0.480759875,True
9353,0.337,Fail,8.971184864,mIVSCC-MET,0.446381927,True
9359,0.311,Fail,15.27216609,mIVSCC-MET,0.5486822960000001,True
9362,0.366,Fail,4.757754272,mIVSCC-MET,0.49245322399999997,True
9367,0.496,Fail,3.781525924,mIVSCC-MET,0.400932254,True
9374,0.452,Fail,4.057640677,mIVSCC-MET,0.425658562,True
9375,0.48700000000000004,Fail,4.860287055,mIVSCC-MET,0.480363495,True
9380,0.38,Fail,4.256839981000001,mIVSCC-MET,0.416138314,True
9381,0.436,Fail,4.389589604,mIVSCC-MET,0.490012325,True
9389,0.526,Fail,2.0896708090000002,mIVSCC-MET,0.485763567,True
9390,0.36200000000000004,Fail,6.853720536,mIVSCC-MET,0.41094436100000004,True
9393,0.423,Fail,3.5699055619999998,mIVSCC-MET,0.40483958299999995,True
9408,0.363,Fail,3.836735945,mIVSCC-MET,0.402560486,True
9412,0.516,Fail,8.409658526,mIVSCC-METx,0.466489191,True
9438,0.5,Fail,4.122213562,mIVSCC-MET,0.448314055,True
9440,0.455,Fail,4.19317367,mIVSCC-MET,0.47299992799999996,True
9450,0.47600000000000003,Fail,1.994845956,mIVSCC-MET,0.41791027399999997,True
9461,0.325,Fail,10.29152585,mIVSCC-MET,0.47884782,True
9480,0.156,Fail,20.03272972,mIVSCC-MET,0.553438153,True
9493,0.258,Fail,19.287956100000002,mIVSCC-MET,0.483336208,True
9494,0.196,Fail,2.582699126,mIVSCC-MET,0.486139499,True
9514,0.301,Fail,15.68181918,mIVSCC-MET,0.760603748,True
9531,0.413,Fail,4.0949273,mIVSCC-MET,0.659057056,True
9532,0.573,Fail,2.589625747,mIVSCC-MET,0.48243459999999994,True
9554,0.41,Fail,3.858592893,mIVSCC-MET,0.46092930299999996,True
9556,0.43700000000000006,Fail,3.1429240160000003,mIVSCC-MET,0.571857937,True
9557,0.41600000000000004,Fail,5.160322192,mIVSCC-MET,0.508904465,True
9562,0.242,Fail,19.20785341,mIVSCC-MET,0.430150939,True
9563,0.332,Fail,13.80701292,mIVSCC-MET,0.610369015,True
9569,0.39,Fail,7.759041132,mIVSCC-MET,0.431561391,True
9570,0.36700000000000005,Fail,5.3936859639999994,mIVSCC-MET,0.500617585,True
9678,0.369,Fail,2.634282585,mIVSCC-MET,0.407213992,True
9702,0.465,Fail,2.18420521,mIVSCC-MET,0.432605639,True
9727,0.568,Fail,3.164383522,mIVSCC-MET,0.480462357,True
9731,0.406,Fail,3.15548773,mIVSCC-MET,0.419026726,True
9735,0.29600000000000004,Fail,5.479310635,mIVSCC-MET,0.45170022200000004,True
9761,0.396,Fail,5.289563617,mIVSCC-MET,0.42477572799999996,True
9763,0.47700000000000004,Fail,4.699866218,mIVSCC-METx,0.427032959,True
9796,0.321,Fail,7.6024675020000005,mIVSCC-MET,0.422436219,True
9820,0.39299999999999996,Fail,1.557209181,mIVSCC-MET,0.49960497,True
9837,0.498,Fail,3.2001286610000004,mIVSCC-MET,0.43814562799999995,True
9885,0.319,Fail,6.906474932,mIVSCC-MET,0.6285732079999999,True
9913,0.139,Fail,27.23716568,mIVSCC-MET,0.95421336,True
9935,1.041,Fail,0.460122451,mIVSCC-MET,0.40788966299999996,True
9945,0.371,Fail,7.928134621,mIVSCC-MET,0.46601756,True
9958,0.46,Fail,6.174199131,mIVSCC-MET,0.585143347,True
9962,0.47700000000000004,Fail,6.376912376,mIVSCC-MET,0.44226469799999996,True
9975,0.457,Fail,4.786810153,mIVSCC-MET,0.428016671,True
9984,0.682,Fail,1.699353009,mIVSCC-MET,0.475053344,True
10014,0.387,Fail,3.4473942369999997,mIVSCC-MET,0.415565736,True
10036,0.19,Fail,10.35638907,mIVSCC-MET,0.501522876,True
10048,0.163,Fail,17.30474388,mIVSCC-MET,0.493573683,True
10061,0.405,Fail,5.962357195,mIVSCC-MET,0.40351083600000004,True
10112,0.35200000000000004,Fail,4.302444105,mIVSCC-MET,0.7462463709999999,True
10128,0.45,Fail,3.7424911410000004,mIVSCC-MET,0.52041029,True
10152,0.518,Fail,6.366120071,mIVSCC-MET,0.40189348,True
10185,0.45,Fail,2.881394212,mIVSCC-MET,0.42822727,True
10262,0.40299999999999997,Fail,7.528011289,mIVSCC-MET,0.6159640239999999,True
10266,0.40399999999999997,Fail,17.75940691,mIVSCC-MET,0.729512677,True
10267,0.47200000000000003,Fail,3.884161896,mIVSCC-MET,0.522416234,True
10274,0.622,Fail,2.742393929,mIVSCC-MET,0.518713835,True
10284,0.384,Fail,7.394997935,mIVSCC-MET,0.436714427,True
10294,0.442,Fail,3.2870794410000004,mIVSCC-MET,0.401663163,True
10304,0.39399999999999996,Fail,5.4216100879999995,mIVSCC-MET,0.472248313,True
10308,0.358,Fail,7.363574246000001,mIVSCC-MET,0.46002715200000005,True
10309,0.345,Fail,21.47113554,mIVSCC-MET,0.448200361,True
10333,0.42100000000000004,Fail,6.391627762000001,hIVSCC-METx,0.6032607720000001,True
10602,0.66,Fail,3.9290343660000002,mIVSCC-MET,0.45594967399999997,True
10649,0.35700000000000004,Fail,1.920010472,mIVSCC-MET,0.510866191,True
10652,0.39,Fail,4.283545468,mIVSCC-METx,0.438758418,True
