date,sample_id,Data,postPatch,percent_cdna_longer_than_400bp,amplified_quantity_ng,Genes.Detected.CPM,Tree_call,marker_sum_norm_label,Total_time,Total_time_min,Total_time_bins
171205,PAS4_171205_451_A01,Production,nucleus_present,0.629,8.66646661,4750,Core,0.7329200378950791,660.0,11.0,10-15
171206,PAS4_171206_454_A01,Production,nucleus_present,0.778,15.24021354,7001,Core,0.766222427009758,598.0,9.966666666666667,5-10
171206,PAS4_171206_453_A01,Production,nucleus_present,0.765,9.665995673,5607,Core,0.877073953888858,595.0,9.916666666666666,5-10
171206,PBS4_171206_507_A01,Production,nucleus_present,0.541,24.13857342,8681,Core,0.8270436448856708,274.0,4.566666666666666,0-5
171206,PBS4_171206_505_A01,Production,nucleus_present,0.618,25.3769967,7650,I1,0.9731394344354559,326.0,5.433333333333334,5-10
171206,PBS4_171206_506_A01,Production,nucleus_present,0.491,15.13631153,6692,I1,0.7278451136818941,286.0,4.766666666666667,0-5
171206,P6S4_171206_256_A01,Production,nucleus_present,0.502,6.694278572999999,4683,PoorQ,0.5335134018625011,212.0,3.533333333333333,0-5
171206,P9S4_171206_404_A01,Production,nucleus_absent,0.289,11.00770593,5172,PoorQ,0.62934349355026,794.0,13.233333333333333,10-15
171206,P9S4_171206_406_A01,Production,nucleus_present,0.627,9.345738811,6544,Core,0.887681472501159,387.0,6.45,5-10
171206,PAS4_171206_452_A01,Production,nucleus_present,0.519,1.968425315,2246,PoorQ,0.256918058158214,550.0,9.166666666666666,5-10
171206,P9S4_171206_407_A01,Production,nucleus_present,0.391,16.41298704,5932,Core,0.7844348462211491,544.0,9.066666666666666,5-10
171206,PAS4_171206_451_A01,Production,nucleus_present,0.679,14.14407253,7220,I1,0.9581801276529119,652.0,10.866666666666667,10-15
171206,P9S4_171206_408_A01,Production,nucleus_present,0.408,10.66879249,6918,I1,0.8440561759475541,428.0,7.133333333333334,5-10
171206,PBS4_171206_504_A01,Production,nucleus_absent,0.598,13.90868406,5690,PoorQ,0.281731355058243,445.0,7.416666666666667,5-10
171206,P9S4_171206_405_A01,Production,nucleus_present,0.305,8.719504661,5114,I1,0.831857310508552,458.0,7.633333333333334,5-10
171206,P9S4_171206_401_A01,Production,nucleus_absent,0.163,17.30474388,5390,PoorQ,0.384056312355251,825.0,13.75,10-15
171206,P6S4_171206_255_A01,Production,nucleus_present,0.546,3.319021245,3313,PoorQ,0.285716819635614,404.0,6.733333333333333,5-10
171206,P9S4_171206_403_A01,Production,nucleus_present,0.456,9.981049503,5298,Core,0.546600795192743,440.0,7.333333333333333,5-10
171206,P9S4_171206_402_A01,Production,nucleus_absent,0.33899999999999997,18.53397261,6929,PoorQ,0.265811382647113,788.0,13.133333333333333,10-15
171207,P9S4_171207_402_A01,Production,nucleus_present,0.345,19.3002308,4867,PoorQ,0.520011812864604,425.0,7.083333333333333,5-10
171207,P8S4_171207_351_A01,Production,nucleus_absent,0.672,26.659706,8491,I1,1.05159878610927,460.0,7.666666666666667,5-10
171207,PAS4_171207_453_A01,Production,nucleus_present,0.711,22.91916545,7392,Core,1.2261517598383402,525.0,8.75,5-10
171207,P9S4_171207_404_A01,Production,nucleus_present,0.139,36.13345316,3043,PoorQ,0.34599097013956503,471.0,7.85,5-10
171207,PAS4_171207_455_A01,Production,nucleus_absent,0.48100000000000004,5.404189132000001,2670,PoorQ,0.143292658737212,692.0,11.533333333333333,10-15
171207,P9S4_171207_403_A01,Production,nucleus_present,0.14,83.84161207,7670,I2,0.8665418645701009,542.0,9.033333333333333,5-10
171207,PAS4_171207_451_A01,Production,nucleus_present,0.8190000000000001,14.47548354,6939,Core,1.2070204290231201,557.0,9.283333333333333,5-10
171207,PAS4_171207_456_A01,Production,nucleus_present,0.303,4.678220032,1654,PoorQ,0.170343111847432,540.0,9.0,5-10
171207,PAS4_171207_452_A01,Production,nucleus_present,0.6859999999999999,13.68774923,5844,Core,0.7870049358523491,1113.0,18.55,15-20
171207,P8S4_171207_354_A01,Production,nucleus_absent,0.568,9.698548909,3819,PoorQ,0.2525843642788,981.0,16.35,15-20
171207,PAS4_171207_454_A01,Production,nucleus_present,0.716,17.233748000000002,7543,Core,0.720528200411088,514.0,8.566666666666666,5-10
171207,P9S4_171207_401_A01,Production,nucleus_present,0.12,28.03800668,2805,PoorQ,0.487934345749456,450.0,7.5,5-10
171207,P8S4_171207_353_A01,Production,nucleus_present,0.35,8.777629856,2581,PoorQ,0.191745238487043,592.0,9.866666666666667,5-10
171207,P8S4_171207_352_A01,Production,nucleus_present,0.49200000000000005,20.36261679,7398,I2,0.8962537054170642,748.0,12.466666666666667,10-15
171208,P9S4_171208_402_A01,Production,nucleus_absent,0.1,49.49047327,2773,PoorQ,0.18701550371876602,397.0,6.616666666666666,5-10
171208,PAS4_171208_451_A01,Production,nucleus_absent,0.426,15.75422473,5618,PoorQ,0.0642714721840917,314.0,5.233333333333333,5-10
171208,P9S4_171208_409_A01,Production,nucleus_absent,0.36700000000000005,9.535268473,4474,PoorQ,0.398137253380532,621.0,10.35,10-15
171208,P9S4_171208_405_A01,Production,nucleus_present,0.115,36.26646964,3454,PoorQ,0.257116655935946,503.0,8.383333333333333,5-10
171208,PAS4_171208_456_A01,Production,nucleus_present,0.831,30.43365516,8754,PoorQ,0.9156829519648059,529.0,8.816666666666666,5-10
171208,P9S4_171208_407_A01,Production,nucleus_present,0.773,23.24081943,7620,I2,0.8092747625387471,509.0,8.483333333333333,5-10
171208,P9S4_171208_408_A01,Production,nucleus_present,0.519,34.31709627,9463,Core,0.9069099838424259,437.0,7.283333333333333,5-10
171208,PAS4_171208_454_A01,Production,nucleus_present,0.366,9.705145567999999,2595,PoorQ,0.29429853733496303,780.0,13.0,10-15
171208,PAS4_171208_453_A01,Production,nucleus_present,0.596,20.74505812,7928,Core,0.745866994923088,616.0,10.266666666666667,10-15
171208,P9S4_171208_401_A01,Production,nucleus_absent,0.057,49.88244988,2232,PoorQ,0.232048125091356,324.0,5.4,5-10
171208,PAS4_171208_455_A01,Production,nucleus_present,0.585,5.583322041000001,4498,Core,0.5141494572987411,543.0,9.05,5-10
171208,P9S4_171208_406_A01,Production,nucleus_present,0.342,29.95221007,5977,Core,0.986940246539068,394.0,6.566666666666666,5-10
171208,P9S4_171208_404_A01,Production,nucleus_present,0.456,36.05711638,8181,Core,0.9979659604385641,443.0,7.383333333333334,5-10
171208,PAS4_171208_452_A01,Production,nucleus_present,0.685,12.01743733,5568,Core,0.885500918404247,469.0,7.816666666666666,5-10
171208,P9S4_171208_403_A01,Production,nucleus_present,0.11800000000000001,23.54700414,3499,PoorQ,0.489220491546356,530.0,8.833333333333334,5-10
171211,P9S4_171211_401_A01,Production,nucleus_absent,0.10800000000000001,19.23223207,1857,PoorQ,0.14298827879638198,445.0,7.416666666666667,5-10
171211,P2S4_171211_051_A01,Production,nucleus_present,0.642,9.863995347000001,5740,Core,0.726150910492524,865.0,14.416666666666666,10-15
171211,PBS4_171211_502_A01,Production,nucleus_present,0.6890000000000001,20.58793981,8251,PoorQ,0.7223843764350891,293.0,4.883333333333334,0-5
171211,PBS4_171211_501_A01,Production,nucleus_present,0.611,16.60167686,7487,PoorQ,0.9358657201031201,260.0,4.333333333333333,0-5
171211,P8S4_171211_351_A01,Production,nucleus_absent,0.41700000000000004,9.479952633,4563,I1,0.800915573670945,591.0,9.85,5-10
171211,P2S4_171211_052_A01,Production,nucleus_absent,0.37200000000000005,8.80373483,3911,PoorQ,0.183213015612697,1058.0,17.633333333333333,15-20
171211,P9S4_171211_403_A01,Production,nucleus_present,0.758,15.59375816,7646,Core,0.9332010261164159,531.0,8.85,5-10
171211,PBS4_171211_503_A01,Production,nucleus_present,0.332,14.57603949,4151,PoorQ,0.40029334973992997,329.0,5.483333333333333,5-10
171211,P9S4_171211_405_A01,Production,nucleus_present,0.6829999999999999,21.39183371,7858,Core,0.8779505167496491,540.0,9.0,5-10
171211,PBS4_171211_505_A01,Production,nucleus_present,0.845,18.6373922,7671,Core,0.9246671027321459,317.0,5.283333333333333,5-10
171211,P9S4_171211_404_A01,Production,nucleus_present,0.649,36.06052457,10060,PoorQ,0.564104356219269,507.0,8.45,5-10
171211,P8S4_171211_355_A01,Production,nucleus_present,0.652,18.26092055,7280,Core,1.07248750119765,505.0,8.416666666666666,5-10
171211,P8S4_171211_356_A01,Production,nucleus_present,0.3,11.78307795,2292,PoorQ,0.0979024344943606,565.0,9.416666666666666,5-10
171211,P8S4_171211_357_A01,Production,nucleus_present,0.716,24.7238628,8491,Core,0.723275353385424,576.0,9.6,5-10
171211,P8S4_171211_354_A01,Production,nucleus_absent,0.54,3.34273722,2795,PoorQ,0.34689366185310105,542.0,9.033333333333333,5-10
171211,P2S4_171211_054_A01,Production,nucleus_present,0.615,21.28633502,6369,Core,0.78511561096885,950.0,15.833333333333334,15-20
171211,PAS4_171211_452_A01,Production,nucleus_present,0.662,27.91088333,7897,Core,0.9435454786215909,763.0,12.716666666666667,10-15
171211,P2S4_171211_053_A01,Production,nucleus_present,0.784,17.73331714,7663,Core,0.8603254378856909,1007.0,16.783333333333335,15-20
171211,P8S4_171211_352_A01,Production,nucleus_absent,0.436,9.366635032000001,1070,PoorQ,0.0745334586086523,645.0,10.75,10-15
171211,P9S4_171211_402_A01,Production,nucleus_absent,0.337,10.07692321,4195,PoorQ,0.328687657023216,445.0,7.416666666666667,5-10
171211,P9S4_171211_406_A01,Production,nucleus_absent,0.52,27.74250652,7530,I2,1.02197679856961,650.0,10.833333333333334,10-15
171211,P9S4_171211_407_A01,Production,nucleus_absent,0.391,11.285480999999999,4349,PoorQ,0.137104183273007,625.0,10.416666666666666,10-15
171211,PBS4_171211_506_A01,Production,nucleus_absent,0.501,3.5835829830000003,2308,PoorQ,0.29196324396863005,294.0,4.9,0-5
171211,P6S4_171211_251_A01,Production,nucleus_present,0.703,19.52788873,7294,I1,0.890641918671691,342.0,5.7,5-10
171211,P8S4_171211_353_A01,Production,nucleus_present,0.63,6.603454986,5021,I2,0.712639479113532,463.0,7.716666666666667,5-10
171211,PBS4_171211_504_A01,Production,nucleus_present,0.527,19.74867769,7532,I1,0.7948654866720749,360.0,6.0,5-10
171212,P9S4_171212_402_A01,Production,nucleus_present,0.317,7.112455732000001,2889,PoorQ,0.335232485445765,426.0,7.1,5-10
171212,P9S4_171212_401_A01,Production,nucleus_present,0.605,17.24102078,7118,Core,0.889462640005851,492.0,8.2,5-10
171212,P8S4_171212_352_A01,Production,nucleus_absent,0.28600000000000003,8.998532127,3052,PoorQ,0.244417748568432,852.0,14.2,10-15
171212,P2S4_171212_051_A01,Production,nucleus_present,0.81,18.82441028,8032,I2,1.10440909429526,791.0,13.183333333333334,10-15
171212,P9S4_171212_403_A01,Production,nucleus_absent,0.113,22.02588491,2093,PoorQ,0.299646425770414,449.0,7.483333333333333,5-10
171212,P8S4_171212_351_A01,Production,nucleus_present,0.7809999999999999,16.32803456,7698,Core,0.9540240885771241,517.0,8.616666666666667,5-10
171212,PAS4_171212_451_A01,Production,nucleus_present,0.705,12.66707239,6617,I2,0.769891181096305,584.0,9.733333333333333,5-10
171212,P2S4_171212_052_A01,Production,nucleus_absent,0.674,9.078379225,4840,I1,0.6323495607414089,1374.0,22.9,20-25
171212,P8S4_171212_353_A01,Production,nucleus_present,0.21600000000000003,17.30869983,7002,Core,0.8386865427546859,748.0,12.466666666666667,10-15
171215,P9S4_171215_403_A01,Production,nucleus_present,0.713,20.01343824,7698,Core,0.8282981512764649,402.0,6.7,5-10
171215,P6S4_171215_251_A01,Production,nucleus_present,0.637,10.54968619,6360,Core,0.609566288095605,385.0,6.416666666666667,5-10
171215,PBS4_171215_503_A01,Production,nucleus_present,0.6409999999999999,17.03381416,6947,Core,0.881780495965835,409.0,6.816666666666666,5-10
171215,P9S4_171215_404_A01,Production,nucleus_present,0.317,19.53342665,7048,I3,0.814032944949715,420.0,7.0,5-10
171215,P8S4_171215_356_A01,Production,nucleus_present,0.494,18.78193185,6098,I1,0.865308300393247,600.0,10.0,5-10
171215,P2S4_171215_051_A01,Production,nucleus_absent,0.311,6.101972279,1791,PoorQ,0.148876638755547,342.0,5.7,5-10
171215,P2S4_171215_052_A01,Production,nucleus_present,0.6779999999999999,12.90770966,6631,Core,0.625684804586909,1009.0,16.816666666666666,15-20
171215,P6S4_171215_252_A01,Production,nucleus_present,0.396,6.725437433,3135,PoorQ,0.3607808982284261,412.0,6.866666666666666,5-10
171215,P6S4_171215_254_A01,Production,nucleus_present,0.66,9.387584344,4834,I2,0.810461616387534,444.0,7.4,5-10
171215,P9S4_171215_405_A01,Production,nucleus_present,0.6970000000000001,29.12393093,9048,Core,1.1156118949703602,565.0,9.416666666666666,5-10
171215,P8S4_171215_359_A01,Production,nucleus_present,0.537,21.93655602,8176,I1,0.971847302388258,614.0,10.233333333333333,10-15
171215,P8S4_171215_355_A01,Production,nucleus_absent,0.491,5.397908722,3594,PoorQ,0.25336562645440003,580.0,9.666666666666666,5-10
171215,PBS4_171215_506_A01,Production,nucleus_absent,0.501,10.24254751,5855,I1,0.630944507689885,281.0,4.683333333333334,0-5
171215,P9S4_171215_406_A01,Production,nucleus_present,0.63,20.36455384,7253,Core,0.730175894441001,608.0,10.133333333333333,10-15
171215,P8S4_171215_352_A01,Production,nucleus_present,0.593,14.81904584,5680,Core,0.854138094435444,463.0,7.716666666666667,5-10
171215,P8S4_171215_358_A01,Production,nucleus_present,0.512,18.55650384,6821,I1,0.956116740550159,556.0,9.266666666666667,5-10
171215,P9S4_171215_402_A01,Production,nucleus_absent,0.41,12.93942887,5695,PoorQ,0.4153816000267321,540.0,9.0,5-10
171215,P9S4_171215_401_A01,Production,nucleus_absent,0.203,19.37081722,3949,PoorQ,0.161013627244897,396.0,6.6,5-10
171215,PBS4_171215_505_A01,Production,nucleus_absent,0.723,24.4405657,9057,Core,0.9979914405363521,187.0,3.1166666666666667,0-5
171215,PBS4_171215_504_A01,Production,nucleus_present,0.521,13.40041791,5069,I2,0.739392076151865,304.0,5.066666666666666,5-10
171215,PBS4_171215_507_A01,Production,nucleus_absent,0.782,16.82128822,7105,PoorQ,0.380294451015948,310.0,5.166666666666667,5-10
171215,PBS4_171215_501_A01,Production,nucleus_absent,0.41700000000000004,15.29349223,6825,I1,1.02999856870406,12.0,0.2,0-5
171215,P8S4_171215_357_A01,Production,nucleus_present,0.518,39.85695047,9545,I2,0.7722660668184219,684.0,11.4,10-15
171215,P8S4_171215_351_A01,Production,nucleus_absent,0.184,16.85658949,4322,PoorQ,0.28329321592787204,347.0,5.783333333333333,5-10
171215,P8S4_171215_354_A01,Production,nucleus_present,0.623,23.94705115,7713,I1,0.9904236804041429,704.0,11.733333333333333,10-15
171215,P6S4_171215_253_A01,Production,nucleus_present,0.677,11.97537911,6524,PoorQ,0.7565674908296249,422.0,7.033333333333333,5-10
171215,PAS4_171215_451_A01,Production,nucleus_absent,0.341,10.79767518,4265,PoorQ,0.181606885237023,346.0,5.766666666666667,5-10
171215,P8S4_171215_353_A01,Production,nucleus_present,0.5329999999999999,27.04598765,7662,Core,0.847881883191042,675.0,11.25,10-15
171215,PBS4_171215_502_A01,Production,nucleus_absent,0.387,42.773013399999996,8511,I1,1.00606218537281,306.0,5.1,5-10
171219,P2S4_171219_051_A01,Production,nucleus_present,0.66,20.31506436,7759,I1,0.911808511782368,1130.0,18.833333333333332,15-20
171219,P8S4_171219_352_A01,Production,nucleus_present,0.275,29.93732095,6075,Core,0.7177733857176111,614.0,10.233333333333333,10-15
171219,P6S4_171219_253_A01,Production,nucleus_present,0.696,6.147759148,4635,I1,0.767703724933539,401.0,6.683333333333334,5-10
171219,P6S4_171219_255_A01,Production,nucleus_present,0.62,11.43342604,5773,PoorQ,0.353773702758207,433.0,7.216666666666667,5-10
171219,P6S4_171219_252_A01,Production,nucleus_present,0.69,7.576914675,4662,Core,0.996394052044132,397.0,6.616666666666666,5-10
171219,P8S4_171219_351_A01,Production,nucleus_absent,0.131,22.49707677,2299,PoorQ,0.370126837052401,890.0,14.833333333333334,10-15
171219,P6S4_171219_251_A01,Production,nucleus_present,0.66,3.9290343660000002,1993,PoorQ,0.534142432303285,447.0,7.45,5-10
171219,P6S4_171219_254_A01,Production,nucleus_present,0.741,11.66729271,5887,I2,0.9672842270951079,427.0,7.116666666666666,5-10
171219,P6S4_171219_256_A01,Production,nucleus_present,0.529,20.74166358,6703,I2,0.952116133081049,434.0,7.233333333333333,5-10
171219,PAS4_171219_451_A01,Production,nucleus_present,0.759,9.045464975,5408,Core,0.710376383518104,639.0,10.65,10-15
171220,P2S4_171220_055_A01,Production,nucleus_present,0.495,14.9614949,5362,I2,0.662012045401932,820.0,13.666666666666666,10-15
171220,P2S4_171220_053_A01,Production,nucleus_present,0.76,16.38521783,7651,Core,0.873983616742617,1019.0,16.983333333333334,15-20
171220,P6S4_171220_251_A01,Production,nucleus_present,0.7290000000000001,10.37333236,6429,I3,0.8990570353278481,456.0,7.6,5-10
171220,PAS4_171220_451_A01,Production,nucleus_present,0.648,17.82746759,8142,PoorQ,0.592365991228302,491.0,8.183333333333334,5-10
171220,P2S4_171220_054_A01,Production,nucleus_absent,0.9,50.43436765,8865,Core,1.02444280270983,1302.0,21.7,20-25
171221,P9S4_171221_401_A01,Production,nucleus_present,0.687,10.05401894,6004,Core,0.822997534356468,357.0,5.95,5-10
171221,P9S4_171221_403_A01,Production,nucleus_present,0.82,23.05328876,8693,Core,0.9679252313755491,515.0,8.583333333333334,5-10
171221,P9S4_171221_404_A01,Production,nucleus_present,0.691,14.61093442,7651,I1,0.6714540664768411,441.0,7.35,5-10
171221,PAS4_171221_451_A01,Production,nucleus_absent,0.665,7.691625547999999,5971,Core,0.86616871479378,378.0,6.3,5-10
171221,P9S4_171221_402_A01,Production,nucleus_absent,0.701,9.278863176,5413,PoorQ,0.40432891307396596,382.0,6.366666666666666,5-10
171221,P6S4_171221_251_A01,Production,nucleus_present,0.349,2.9283478769999998,1908,PoorQ,0.248286448994727,357.0,5.95,5-10
171222,P2S4_171222_052_A01,Production,nucleus_absent,0.813,11.77582215,7393,Core,0.860357985353641,910.0,15.166666666666666,15-20
171222,P2S4_171222_053_A01,Production,nucleus_absent,0.7909999999999999,15.19744521,7915,I1,0.8869003558201991,865.0,14.416666666666666,10-15
171222,P2S4_171222_051_A01,Production,nucleus_absent,0.442,2.812447143,1942,PoorQ,0.13050462063161802,392.0,6.533333333333333,5-10
171222,PAS4_171222_451_A01,Production,nucleus_absent,0.41200000000000003,3.0215850810000005,1521,PoorQ,0.107737638246607,317.0,5.283333333333333,5-10
180102,P8S4_180102_353_A01,Production,nucleus_present,0.6759999999999999,13.53006716,6886,PoorQ,0.5119090200908211,474.0,7.9,5-10
180102,P8S4_180102_352_A01,Production,nucleus_present,0.55,3.750550458,2986,PoorQ,0.0922912666363427,475.0,7.916666666666667,5-10
180102,P9S4_180102_402_A01,Production,nucleus_present,0.631,8.410263696,5762,Core,0.721441977242098,514.0,8.566666666666666,5-10
180102,P9S4_180102_401_A01,Production,nucleus_present,0.532,13.70329062,6475,Core,0.784918924664492,517.0,8.616666666666667,5-10
180102,P8S4_180102_351_A01,Production,nucleus_present,0.517,8.922448252,5534,I1,0.659156219711424,477.0,7.95,5-10
180102,P9S4_180102_403_A01,Production,nucleus_present,0.649,10.17780828,6796,Core,0.624998567933624,495.0,8.25,5-10
180103,PAS4_180103_452_A01,Production,nucleus_present,0.628,6.1853697489999995,4850,Core,0.7834206996017892,545.0,9.083333333333334,5-10
180103,PAS4_180103_451_A01,Production,nucleus_present,0.6679999999999999,7.457808383,5028,Core,0.867049442086738,588.0,9.8,5-10
180103,P8S4_180103_352_A01,Production,nucleus_present,0.544,6.083004529,5751,I1,0.562740233918179,610.0,10.166666666666666,10-15
180103,P8S4_180103_351_A01,Production,nucleus_absent,0.353,7.26286634,3135,PoorQ,0.29844962025681804,688.0,11.466666666666667,10-15
180104,P8S4_180104_351_A01,Production,nucleus_absent,0.523,11.01439029,5216,I1,0.821834227456357,663.0,11.05,10-15
180105,PAS4_180105_451_A01,Production,nucleus_absent,0.47,2.146013903,1292,PoorQ,0.0349765050914901,358.0,5.966666666666667,5-10
180108,P8S4_180108_354_A01,Production,nucleus_present,0.386,6.027809617999999,3090,PoorQ,0.481678981389755,726.0,12.1,10-15
180108,P2S4_180108_054_A01,Production,nucleus_present,0.591,7.562531879,5757,Core,0.599936215878928,993.0,16.55,15-20
180108,PAS4_180108_453_A01,Production,nucleus_present,0.491,13.50547683,4988,Core,0.4977710921400879,609.0,10.15,10-15
180108,PAS4_180108_452_A01,Production,nucleus_present,0.62,18.771307699999998,7053,Core,0.9084821110118091,651.0,10.85,10-15
180108,P8S4_180108_353_A01,Production,nucleus_present,0.544,14.98668253,6252,Core,0.8073302005939642,771.0,12.85,10-15
180108,PBS4_180108_501_A01,Production,nucleus_absent,0.33299999999999996,12.56848142,4469,PoorQ,0.362167093662149,905.0,15.083333333333334,15-20
180108,PAS4_180108_454_A01,Production,nucleus_present,0.6609999999999999,15.00647285,6904,Core,0.8311678111937909,626.0,10.433333333333334,10-15
180108,P8S4_180108_352_A01,Production,nucleus_absent,0.327,8.361106674,3076,PoorQ,0.084806920586957,558.0,9.3,5-10
180108,P2S4_180108_051_A01,Production,nucleus_absent,0.45399999999999996,4.310477854,3247,Core,0.5208816765291989,970.0,16.166666666666668,15-20
180108,PBS4_180108_502_A01,Production,nucleus_absent,0.311,15.27216609,7192,PoorQ,0.737258371906467,626.0,10.433333333333334,10-15
180108,P2S4_180108_053_A01,Production,nucleus_present,0.38799999999999996,4.934304878,2776,PoorQ,0.38263015652987,1383.0,23.05,20-25
180108,P8S4_180108_351_A01,Production,nucleus_absent,0.204,11.05631268,2187,PoorQ,0.49624715944326403,604.0,10.066666666666666,10-15
180108,P9S4_180108_405_A01,Production,nucleus_present,0.578,13.19638295,7128,Core,0.776323023572125,634.0,10.566666666666666,10-15
180108,P9S4_180108_403_A01,Production,nucleus_present,0.579,15.06326686,8319,I1,0.78003767411722,664.0,11.066666666666666,10-15
180108,P9S4_180108_404_A01,Production,nucleus_absent,0.405,7.235131722999999,4313,PoorQ,0.41858898524554605,770.0,12.833333333333334,10-15
180108,P9S4_180108_406_A01,Production,nucleus_absent,0.693,10.15902324,6095,PoorQ,0.40186907161270796,759.0,12.65,10-15
180108,P2S4_180108_055_A01,Production,nucleus_present,0.28600000000000003,5.8879642610000005,1660,PoorQ,0.16211272993461098,1196.0,19.933333333333334,15-20
180108,P9S4_180108_401_A01,Production,nucleus_absent,0.614,9.739012321,5901,Core,0.657918196951736,676.0,11.266666666666667,10-15
180108,P2S4_180108_052_A01,Production,nucleus_present,0.42200000000000004,11.92918648,5692,PoorQ,0.276554391633612,1168.0,19.466666666666665,15-20
180108,P2S4_180108_056_A01,Production,nucleus_absent,0.40700000000000003,2.538404404,1320,PoorQ,0.158293072391655,958.0,15.966666666666667,15-20
180108,P9S4_180108_402_A01,Production,nucleus_present,0.527,5.164135166,4620,PoorQ,0.37613770687431897,688.0,11.466666666666667,10-15
180108,PAS4_180108_451_A01,Production,nucleus_present,0.62,8.628022507,5355,PoorQ,0.6772835887745811,670.0,11.166666666666666,10-15
180109,P8S4_180109_356_A01,Production,nucleus_absent,0.34600000000000003,5.129487078,2094,PoorQ,0.16218597127983098,616.0,10.266666666666667,10-15
180109,PAS4_180109_451_A01,Production,nucleus_present,0.613,11.77836717,4828,I2,0.749955925112088,610.0,10.166666666666666,10-15
180109,P8S4_180109_355_A01,Production,nucleus_present,0.608,12.98101977,4795,Core,0.8836010669339,527.0,8.783333333333333,5-10
180109,P8S4_180109_354_A01,Production,nucleus_present,0.688,13.79751665,5979,I1,1.07512707392949,486.0,8.1,5-10
180109,P8S4_180109_353_A01,Production,nucleus_present,0.542,15.31867751,5416,Core,0.904811184817208,607.0,10.116666666666667,10-15
180109,P2S4_180109_051_A01,Production,nucleus_present,0.644,10.66414501,5094,Core,0.93291779911468,962.0,16.033333333333335,15-20
180109,PAS4_180109_453_A01,Production,nucleus_present,0.696,16.56981412,7279,Core,0.8378569166263071,694.0,11.566666666666666,10-15
180109,PBS4_180109_501_A01,Production,nucleus_present,0.561,16.32978663,6383,I1,0.7828852320890131,733.0,12.216666666666667,10-15
180109,P9S4_180109_402_A01,Production,nucleus_absent,0.446,7.032701662999999,3898,PoorQ,0.306468424203148,673.0,11.216666666666667,10-15
180109,PBS4_180109_503_A01,Production,nucleus_present,0.53,19.66105399,6773,Core,0.8368788305249929,287.0,4.783333333333333,0-5
180109,P9S4_180109_401_A01,Production,nucleus_present,0.536,17.31342815,7178,Core,0.8722610422858169,747.0,12.45,10-15
180109,P2S4_180109_053_A01,Production,nucleus_present,0.6629999999999999,16.08802426,6338,I1,0.881809974037065,813.0,13.55,10-15
180109,P8S4_180109_351_A01,Production,nucleus_absent,0.276,14.13932239,3930,PoorQ,0.0795751755275033,628.0,10.466666666666667,10-15
180109,PAS4_180109_452_A01,Production,nucleus_present,0.452,16.31912466,5859,Core,0.540086959303651,596.0,9.933333333333334,5-10
180109,P8S4_180109_352_A01,Production,nucleus_present,0.431,15.25336352,4616,Core,1.07228983208614,614.0,10.233333333333333,10-15
180109,PBS4_180109_502_A01,Production,nucleus_present,0.578,19.58892735,7244,Core,0.7818685953544692,765.0,12.75,10-15
180109,P2S4_180109_052_A01,Production,nucleus_present,0.522,8.700166372,4760,I2,0.554931144395038,1001.0,16.683333333333334,15-20
180110,PAS4_180110_452_A01,Production,nucleus_present,0.748,17.99493079,6842,I3,0.9217889875510681,581.0,9.683333333333334,5-10
180110,PAS4_180110_454_A01,Production,nucleus_present,0.555,5.4865504110000005,2825,PoorQ,0.383154684742378,516.0,8.6,5-10
180110,P2S4_180110_051_A01,Production,nucleus_absent,0.20600000000000002,16.18478542,3021,PoorQ,0.236646027544566,988.0,16.466666666666665,15-20
180110,P8S4_180110_354_A01,Production,nucleus_present,0.607,14.08412022,6666,I1,0.5944510956272719,672.0,11.2,10-15
180110,P2S4_180110_054_A01,Production,nucleus_absent,0.53,33.39089471,6017,I1,0.683776202516751,1015.0,16.916666666666668,15-20
180110,P2S4_180110_053_A01,Production,nucleus_present,0.705,18.51799599,6331,Core,0.7807262541745201,975.0,16.25,15-20
180110,PAS4_180110_453_A01,Production,nucleus_present,0.586,4.140039605,2331,PoorQ,0.254615145058762,585.0,9.75,5-10
180110,P8S4_180110_351_A01,Production,nucleus_absent,0.34299999999999997,14.98024872,4086,I3,0.5217039888149789,598.0,9.966666666666667,5-10
180110,PBS4_180110_501_A01,Production,nucleus_present,0.584,12.66615065,8281,I1,1.1021315775918301,382.0,6.366666666666666,5-10
180110,P2S4_180110_052_A01,Production,nucleus_present,0.605,25.36754772,6896,Core,0.962185206254254,954.0,15.9,15-20
180110,P2S4_180110_055_A01,Production,nucleus_present,0.664,9.30136705,5626,I1,1.05686814948916,1106.0,18.433333333333334,15-20
180110,PBS4_180110_502_A01,Production,nucleus_present,0.47,5.053443966000001,3692,PoorQ,0.349850730929026,720.0,12.0,10-15
180110,P8S4_180110_352_A01,Production,nucleus_absent,0.252,11.46124856,2664,PoorQ,0.5675690809778161,776.0,12.933333333333334,10-15
180110,P2S4_180110_056_A01,Production,nucleus_present,0.64,14.22257722,5879,Core,0.9894656618805409,929.0,15.483333333333333,15-20
180110,PAS4_180110_451_A01,Production,nucleus_present,0.713,23.15832151,7294,Core,0.9347549356946241,645.0,10.75,10-15
180110,P8S4_180110_353_A01,Production,nucleus_absent,0.245,9.625454459,1712,PoorQ,0.411079506171456,711.0,11.85,10-15
180110,P9S4_180110_403_A01,Production,nucleus_present,0.457,11.18911709,5301,I2,0.829778393414817,731.0,12.183333333333334,10-15
