,name,id,container_date,id,specimen_id,rheobase_sweep_id,thumbnail_sweep_id,vrest,ri,sag,vm_for_sag,tau,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,upstroke_downstroke_ratio_long_square,peak_v_ramp,peak_t_ramp,peak_v_short_square,peak_t_short_square,peak_v_long_square,peak_t_long_square,trough_v_ramp,trough_t_ramp,trough_v_short_square,trough_t_short_square,trough_v_long_square,trough_t_long_square,fast_trough_v_ramp,fast_trough_t_ramp,fast_trough_v_short_square,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_t_long_square,slow_trough_v_ramp,slow_trough_t_ramp,slow_trough_v_short_square,slow_trough_t_short_square,slow_trough_v_long_square,slow_trough_t_long_square,threshold_v_ramp,threshold_v_short_square,threshold_v_long_square,threshold_i_ramp,threshold_i_short_square,threshold_i_long_square,threshold_t_ramp,threshold_t_short_square,threshold_t_long_square,adaptation,latency,avg_isi,f_i_curve_slope,has_burst,has_pause,has_delay,created_at,updated_at
10,H19.03.308.99.02.06.01.13,855936691.0,190422,855936691.0,855895385.0,855916913.0,855916905.0,-69.96439602500514,145.12492716312408,0.26117879152297974,-86.14374542236328,12.372831962612283,1.01684260097478,1.8157739751923965,1.412969785673971,7.962499618530273,8.60828,25.15625,0.5036,19.393749237060547,0.7736600000000001,-54.1875,8.610510000000001,-71.3812484741211,0.6115800000000001,-58.26874923706055,0.7768600000000001,-54.0,8.61012,-60.61249923706055,0.50514,-57.599998474121094,0.7755400000000001,,,,,,,-25.350000381469727,-39.568748474121094,-27.143749237060547,202.75,630.0,140.0,8.607680000000002,0.50326,0.7731600000000001,0.005532819349988199,0.06052000000000002,40.8191304347826,0.5587686567164173,,,,2019-04-23 19:40:10.640407,2019-04-23 19:40:10.640407
11,H19.03.308.99.02.04.01.03,855545226.0,190422,855545226.0,855481765.0,855543197.0,855543207.0,-60.16318893432617,332.0938050746918,0.3224445879459381,-100.2249984741211,16.546282236888754,1.8631448524721719,2.1280139684242982,1.905294464529663,32.937496185302734,1.2280333333333333,33.82500076293945,0.50416,34.20000076293945,0.57976,-65.73749542236328,1.2337066666666667,-67.73749542236328,0.5136200000000001,-66.2562484741211,0.5840400000000001,-63.87083053588867,1.2303666666666666,-64.875,0.50668,-64.54374694824219,0.5820400000000001,-65.73749542236328,1.2337066666666667,,,-66.2562484741211,0.5840400000000001,-32.045833587646484,-35.30624771118164,-33.51250076293945,18.29166603088379,230.0,20.0,1.2275666666666667,0.5037400000000001,0.5792800000000001,0.0018788610766117448,0.015679999999999916,34.215,0.5450000000000002,,,,2019-04-23 00:29:13.309381,2019-04-23 00:29:13.309381
12,H18.03.314.12.01.04,,180810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,H18.03.314.12.02.01,,180810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,H18.03.315.12.03.01,905223485.0,180822,905223485.0,740650106.0,905190608.0,905190652.0,-60.48842412775213,278.6647379398346,0.01289870124310255,-88.70624542236328,12.216118651129282,2.596093823451429,2.687120223383616,2.567997351594694,37.929168701171875,1.8017533333333333,38.78125,0.50368,36.36874771118164,0.5816600000000001,-50.639583587646484,1.8050133333333331,-61.3125,0.75316,-52.11874771118164,0.5846000000000001,-50.09791564941406,1.8041466666666668,-54.287498474121094,0.50646,-51.89999771118164,0.5841400000000001,-51.13750076293945,1.75048,,,,,-27.991666793823242,-28.725000381469727,-29.056249618530273,32.58333206176758,300.0,30.0,1.8011533333333336,0.50316,0.58108,0.010443987020902486,0.01755999999999991,32.833103448275864,0.5843750000000002,,,,2019-07-13 01:59:26.309177,2019-07-13 01:59:26.309177
15,H18.03.315.12.03.03,,180822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,H18.06.364x.11.01.03,905808819.0,181002,905808819.0,760011302.0,905755604.0,905755619.0,-59.52927041053772,306.8937957286835,0.2823268175125122,-89.38749694824219,14.387207353554842,,1.765121533438368,1.730206309716402,,,34.662498474121094,0.5045600000000001,32.568748474121094,0.51136,,,-60.32500076293945,0.59728,-46.29375076293945,0.5127600000000001,,,-50.3125,0.50626,-46.20000076293945,0.5126200000000001,,,,,,,,-18.78125,-22.85624885559082,,250.0,110.0,,0.50416,0.5107600000000001,0.0006649471996775889,0.0045999999999999375,11.337631578947368,1.9000000000000004,,,,2019-07-13 05:20:53.217994,2019-07-13 05:20:53.217994
17,H18.03.317.14.04.03,,181004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,H19.03.006.99.02.02.01.01,839243600.0,190319,839243600.0,839223810.0,839241696.0,839241700.0,-64.64158401489257,310.15175580978394,0.3786614239215851,-99.7750015258789,19.329621250580292,1.8255978111944398,1.8970538254749905,1.9141634283862081,25.154165267944336,1.5163733333333334,24.600000381469727,0.5092000000000001,28.881250381469727,0.5495200000000001,-65.50833129882812,1.52006,-67.76874542236328,0.5150600000000001,-65.625,0.5530200000000001,-64.14791870117188,1.5182533333333332,-65.90625,0.51134,-64.5999984741211,0.5512600000000001,-65.50833129882812,1.52006,,,-65.625,0.5530200000000001,-31.820833206176758,-31.712499618530273,-32.73125076293945,25.41666603088379,250.0,30.0,1.5158933333333335,0.50882,0.5490200000000001,0.004412586515993299,0.012560000000000016,23.35380952380952,0.5887850467289721,,,,2019-03-19 22:37:35.791036,2019-03-19 22:37:35.791036
19,H19.03.006.99.02.02.01.02,839243451.0,190319,839243451.0,839235682.0,839241439.0,839241445.0,-64.61821220034645,238.84375393390656,0.2976504862308502,-93.2249984741211,13.40876999612795,1.5438356224398067,1.767023208122175,1.4907855694812682,17.68541717529297,3.6377800000000007,17.756250381469727,0.5049000000000001,20.393749237060547,0.8569400000000001,-55.42708206176758,3.6418466666666673,-66.51874542236328,0.52934,-55.912498474121094,0.8609000000000001,-54.6854133605957,3.640253333333334,-60.89374923706055,0.50826,-55.28125,0.8593600000000001,-55.427083333333336,3.6418466666666673,,,-55.912498474121094,0.8609000000000001,-26.681249618530273,-37.58749771118164,-24.962499618530273,78.45833587646484,330.0,80.0,3.6372200000000006,0.5044200000000001,0.8563200000000001,-0.02489980610873734,0.011660000000000004,37.08230769230769,0.5404624277456648,,,,2019-03-19 22:36:37.429608,2019-03-19 22:36:37.429608
20,H19.06.360.1A.01.06,917689298.0,190731,917689298.0,914871610.0,917665363.0,917665416.0,-64.58582125212017,249.7265338897705,0.14757554233074188,-92.6937484741211,27.35601662862608,2.7653919118828085,2.049557521862178,2.6025226216179935,49.29375076293945,4.924186666666667,39.125,0.5080000000000001,43.70624923706055,0.66312,-51.133331298828125,4.929966666666667,-65.49166870117188,0.6283866666666668,-57.5625,0.6687400000000001,-49.52499771118164,4.926333333333333,-56.577083587646484,0.5092333333333334,-57.39374923706055,0.6647400000000001,-51.13333257039388,4.929966666666667,,,,,-23.1875,-32.40416717529297,-31.26249885559082,110.66666412353516,780.0,42.0,4.92372,0.5076133333333334,0.6627000000000001,0.14079760361784494,0.03417999999999999,90.86399999999999,0.07520877840357351,,,,2019-08-05 23:40:29.634289,2019-08-05 23:40:29.634289
21,H19.06.360.1A.02.01,917688212.0,190731,917688212.0,914712108.0,917663577.0,917663583.0,-59.6112372454475,187.69527971744537,0.1374174803495407,-84.3499984741211,20.977245411920276,2.064985328175712,1.8100372848197197,2.0408543273496558,47.56874465942383,2.9604933333333334,39.70000076293945,0.5035400000000001,45.631248474121094,0.8397600000000001,-55.80833435058594,2.9639466666666667,-60.77499771118164,0.5815800000000001,-57.11249923706055,0.8434600000000001,-54.69166564941406,2.9622733333333335,-56.28125,0.5054000000000001,-56.131248474121094,0.8416800000000001,-55.80833307902018,2.9639466666666667,,,,,-24.560415267944336,-23.65625,-25.5,61.58333206176758,700.0,50.0,2.960086666666667,0.5032200000000001,0.8393400000000001,0.023006324709908946,0.04620000000000002,97.7822222222222,0.23275862068965517,,,,2019-08-05 23:39:35.249157,2019-08-05 23:39:35.249157
22,H19.03.309.99.01.04.01.06,856394349.0,190423,856394349.0,856271302.0,856329642.0,856329658.0,-70.40175819396973,222.09370136260986,0.34710657596588135,-95.86249542236328,15.764278709512578,1.398694621232887,1.7766610257548021,1.486897701265957,11.095832824707031,2.1921933333333334,17.01249885559082,0.5035400000000001,13.5625,0.71474,-74.09375,2.1954466666666668,-76.38749694824219,0.5105200000000001,-74.0687484741211,0.7181000000000001,-73.38541412353516,2.1940266666666672,-74.0,0.50536,-73.23124694824219,0.7165400000000001,-74.09374745686848,2.1954466666666668,,,-74.0687484741211,0.7181000000000001,-37.827083587646484,-47.943748474121094,-39.36874771118164,42.375,300.0,40.0,2.1917333333333335,0.50316,0.7142400000000001,0.005980819734369676,0.02629999999999999,48.584,0.4473988439306359,,,,2019-04-24 17:35:50.819016,2019-04-24 17:35:50.819016
23,H19.03.309.99.01.04.01.07,856395730.0,190423,856395730.0,856284680.0,856328645.0,856328653.0,-59.78092670440674,110.91908067464828,0.39956608414649963,-73.92499542236328,11.097634931341025,1.74126223993958,1.9970894217305142,1.9165082414520465,38.17916488647461,7.956920000000001,41.01874923706055,0.5035000000000001,38.83749771118164,0.5526000000000001,-53.67708206176758,7.959393333333334,-60.318748474121094,0.53212,-53.77499771118164,0.5548400000000001,-53.24583053588867,7.958593333333334,-55.07500076293945,0.5049600000000001,-53.11874771118164,0.5540400000000001,,,,,,,-21.77083396911621,-32.38750076293945,-23.112499237060547,186.5,570.0,160.0,7.956480000000002,0.50314,0.5522,0.025814769932635286,0.02513999999999994,62.254666666666665,0.3233644859813088,,,,2019-04-24 17:36:06.600447,2019-04-24 17:36:06.600447
24,H19.06.352.99.01.05.01.01,847988267.0,190408,847988267.0,847678482.0,847975208.0,847975217.0,-59.96961530049642,291.0937964916229,0.3911529779434204,-94.29999542236328,20.580975635899215,2.5280087053811626,2.5465892433236346,2.468232444853896,29.962499618530273,1.7050133333333335,27.893749237060547,0.50838,28.32499885559082,0.6789400000000001,-53.33333206176758,1.7200866666666668,-60.75,1.58416,-54.95624923706055,0.71418,-52.04375076293945,1.7076266666666668,-51.64374923706055,0.5107800000000001,-52.29999923706055,0.6815800000000001,-53.333333333333336,1.7200866666666668,,,,,-34.02708435058594,-34.724998474121094,-34.24374771118164,30.20833396911621,350.0,20.0,1.70442,0.50782,0.67834,0.015078276487591342,0.022179999999999978,36.95153846153846,0.5097087378640779,,,,2019-04-09 01:15:20.770186,2019-04-09 01:15:20.770186
25,H19.06.352.99.01.05.01.08,847988563.0,190408,847988563.0,847931053.0,847975776.0,847975782.0,-59.340911062140215,143.7760889530182,0.2747669816017151,-76.3375015258789,14.36455141914536,1.5625561113565574,2.0543147152057566,1.6891113657718102,28.881250381469727,5.457626666666667,30.94999885559082,0.50358,28.9375,0.5995400000000001,-57.47916793823242,5.461340000000001,-63.57500076293945,0.51434,-58.27499771118164,0.6033000000000001,-56.735416412353516,5.460000000000001,-61.21249771118164,0.50636,-57.20624923706055,0.60184,-57.479165395100914,5.461340000000001,,,-58.27499771118164,0.6033000000000001,-24.160415649414062,-35.04999923706055,-27.149999618530273,124.0,520.0,110.0,5.457113333333333,0.5031000000000001,0.5990200000000001,0.009337686762442444,0.032339999999999924,50.52777777777778,0.39499999999999996,,,,2019-04-09 01:16:06.269893,2019-04-09 01:16:06.269893
26,H19.26.402.99.01.03.01.03,,190502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,H19.06.363.11.51.01.01,966952748.0,191014,966952748.0,966553887.0,966924116.0,966924131.0,-60.50418205261231,148.187518119812,0.5604459047317505,-77.08124542236328,10.802314580996567,1.6586976553968193,1.872681657905561,1.849384698508286,19.79166603088379,5.366820000000001,20.16874885559082,0.5037000000000001,20.931249618530273,0.5760600000000001,-49.55208206176758,5.379600000000001,-61.5916633605957,0.53122,-54.506248474121094,0.5946000000000001,-48.4666633605957,5.36882,-54.38750076293945,0.5055133333333334,-52.381248474121094,0.5780400000000001,-49.55208206176758,5.379600000000001,,,,,-31.949996948242188,-39.24374771118164,-36.83124923706055,121.70833587646484,360.0,80.0,5.366253333333334,0.5032533333333334,0.57552,0.03716569292310803,0.014379999999999948,41.333333333333336,0.39000000000000057,,,,2019-10-15 00:42:28.137201,2019-10-15 00:42:28.137201
28,H19.03.316.2A.03.03,910847809.0,190722,910847809.0,910809819.0,910837596.0,910837603.0,-64.95195506169246,150.03123879432678,0.3488565683364868,-81.11249542236328,6.7496575540839245,1.552833928252398,1.7626118386746603,1.583466446289618,18.402082443237305,6.040579999999999,20.412500381469727,0.5035600000000001,19.068750381469727,0.8333200000000001,-55.7833366394043,6.0422400000000005,-65.82499694824219,0.5228,-55.10625076293945,0.8360600000000001,-55.60416793823242,6.04192,-57.58124923706055,0.5050000000000001,-54.65625,0.8347400000000001,,,,,,,-28.81458282470703,-36.84375,-29.15625,138.5416717529297,430.0,130.0,6.040186666666667,0.5032000000000001,0.8329200000000001,0.00737886212843625,0.017859999999999987,37.32923076923077,0.6662650602409637,,,,2019-07-23 17:37:15.622492,2019-07-23 17:37:15.622492
29,H19.06.363.11.51.01.02,966952651.0,191014,966952651.0,966584961.0,966924027.0,966924052.0,-61.295536041259766,164.2187088727951,0.2553963363170624,-80.1812515258789,9.747986735580536,1.4707954037119757,1.510325863080209,1.5139955008785997,24.66874885559082,4.83378,28.089061737060547,0.5037200000000002,22.912500381469727,0.5431400000000001,-55.51666259765625,4.83512,-62.01250076293945,0.5253900000000001,-54.912498474121094,0.5444800000000001,-55.37916564941406,4.83496,-56.97968673706055,0.5049150000000001,-54.79375076293945,0.5443800000000001,,,,,,,-35.78958511352539,-37.203125,-35.23125076293945,108.375,310.0,100.0,4.833213333333334,0.5031650000000001,0.5426000000000001,0.004301463628670957,0.016899999999999915,23.85560975609756,0.8000000000000005,,,,2019-10-15 00:42:25.011167,2019-10-15 00:42:25.011167
30,H19.06.363.11.51.01.03,966952614.0,191014,966952614.0,966616798.0,966923995.0,966924022.0,-60.0915584564209,113.62498998641968,0.18584170937538147,-71.17499542236328,8.088603342912995,1.5205722605025904,1.8065037131499562,1.53071833511867,18.962499618530273,6.4339666666666675,21.362499237060547,0.5035000000000001,19.98124885559082,0.59828,-52.71458435058594,6.435480000000001,-60.849998474121094,0.5242800000000001,-53.599998474121094,0.59984,-52.5625,6.435293333333334,-54.99374771118164,0.5048400000000001,-53.53125,0.5996400000000001,,,,,,,-27.037498474121094,-38.01874923706055,-28.174999237060547,148.4166717529297,450.0,150.0,6.433553333333333,0.50314,0.5978600000000001,0.004811730893318276,0.01957999999999993,31.594666666666665,0.5149999999999989,,,,2019-10-15 00:42:24.356913,2019-10-15 00:42:24.356913
31,H19.03.316.2A.03.04,910847635.0,190722,910847635.0,910813553.0,910838551.0,910838557.0,-65.30426025390625,416.39426350593567,0.41854000091552734,-103.14374542236328,17.297468048688625,2.8979894786500955,2.758089599704439,2.9095584053894266,45.48124694824219,1.11246,47.64999771118164,0.5049800000000001,44.349998474121094,0.6271800000000001,-61.55937194824219,1.11694,-65.48749542236328,1.16862,-62.23125076293945,0.6308400000000001,-60.34062194824219,1.1145300000000002,-62.724998474121094,0.5069800000000001,-61.099998474121094,0.6292000000000001,-61.55937385559082,1.11694,,,-62.23125076293945,0.6308400000000001,-37.599998474121094,-36.48125076293945,-38.28125,15.375,230.0,14.0,1.11206,0.5046,0.6267600000000001,0.008061864959989487,0.025479999999999947,46.497,0.2464788732394368,,,,2019-07-23 17:37:10.363253,2019-07-23 17:37:10.363253
32,H19.03.316.2A.03.05,910847278.0,190722,910847278.0,910817938.0,910838192.0,910838236.0,-60.05056658658114,118.56246739625931,0.3353738486766815,-73.71875,8.215097572640797,1.3185729878497159,1.5957270114865296,1.5723677169222003,23.039583206176758,5.821553333333334,32.89999771118164,0.50336,32.02499771118164,0.54444,-59.820831298828125,5.822446666666667,-63.32500076293945,0.5127,-58.85625076293945,0.5452600000000001,-59.75416564941406,5.822386666666667,-62.54999923706055,0.50404,-58.75,0.5452000000000001,,,,,,,-30.48124885559082,-42.16875076293945,-34.631248474121094,133.0833282470703,270.0,70.0,5.821193333333333,0.5031000000000001,0.5441400000000001,0.0361366038962829,0.011299999999999977,24.739999999999984,0.49598214285714265,,,,2019-07-23 17:36:56.125350,2019-07-23 17:36:56.125350
33,H19.03.316.2A.03.06,910847226.0,190722,910847226.0,910825730.0,910838155.0,910838171.0,-64.91012001037598,87.1874988079071,0.3188224136829376,-74.9937515258789,8.794311800374683,1.5281455493276042,1.8885857720056327,1.675442287892906,27.65625,10.087686666666668,32.556251525878906,0.5034500000000001,29.537500381469727,0.5199,-54.31666564941406,10.088993333333335,-66.18124389648438,0.5485200000000001,-54.58749771118164,0.5210800000000001,-54.21041488647461,10.088873333333334,-56.771873474121094,0.5045600000000001,-54.48749923706055,0.521,,,,,,,-25.49791717529297,-34.196876525878906,-27.456249237060547,239.75,800.0,290.0,10.087200000000003,0.50312,0.5194400000000001,-0.07851050111789719,0.01317999999999997,68.5142857142857,0.45629290617849017,,,,2019-07-23 17:36:54.780281,2019-07-23 17:36:54.780281
34,H19.06.360.1A.01.01,917692138.0,190731,917692138.0,914722438.0,917662576.0,917662604.0,-59.95497932434082,98.06249290704727,0.3347945213317871,-70.9124984741211,10.929234289929527,1.5858151612617073,1.7338290985656708,1.6549915002674669,28.570833206176758,10.994066666666669,30.90625,0.50368,29.09375,0.7225400000000001,-52.27291488647461,10.99644666666667,-61.70000076293945,0.5198600000000001,-53.89999771118164,0.7252400000000001,-51.758331298828125,10.995766666666668,-58.79999923706055,0.50582,-53.24374771118164,0.7243200000000001,-52.31562423706055,11.018960000000002,,,,,-24.429166793823242,-33.29375076293945,-26.962499618530273,262.4166564941406,760.0,210.0,10.993573333333336,0.5032800000000001,0.7220000000000001,0.0625977112396011,0.09438000000000002,81.88285714285712,0.2499999999999997,,,,2019-08-05 23:41:20.622925,2019-08-05 23:41:20.622925
35,H19.06.360.1A.01.07,917689244.0,190731,917689244.0,914876447.0,917662851.0,917662864.0,-65.43988271859976,268.37489008903503,0.43169963359832764,-98.5875015258789,21.88258104423403,2.6456823009619517,2.6722607740163498,2.6736608708718004,52.9041633605957,2.248693333333333,52.1875,0.5203500000000001,52.93124771118164,0.8223400000000001,-63.033329010009766,2.25086,-66.65937805175781,0.7677800000000001,-63.52499771118164,0.8247000000000001,-62.69791793823242,2.2503333333333333,-62.556251525878906,0.52197,-62.98749923706055,0.8239000000000001,,,,,,,-27.147916793823242,-24.712499618530273,-27.556249618530273,43.75,490.0,24.0,2.248253333333334,0.52,0.8219000000000001,0.014357676259503287,0.03161999999999998,48.96210526315789,0.3894756008739985,,,,2019-08-05 23:40:28.422343,2019-08-05 23:40:28.422343
