cell_name_label,cell_specimen_project_label,sample_id,topLeaf_label,subclass_label,broad_class_label,Tree_call_label,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
Rbp4-Cre_KL100;Ai14-280171.02.02.03,T301x,P4S4_161031_156_A01,192_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I2,0.910975118,True
Rbp4-Cre_KL100;Ai14-357010.05.02.02,mIVSCC-MET,P8S4_171030_353_A01,191_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I2,0.904912132,True
Cux2-CreERT2;Ai14-315355.04.02.02,T301x,P2S4_170512_052_A01,191_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I2,0.875347779,True
Slc17a6-IRES-Cre;Ai14-465959.05.02.01,mIVSCC-MET,PAS4_190604_454_A01,191_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I2,0.745270619,True
Rbp4-Cre_KL100;Ai14-357010.05.02.01,mIVSCC-MET,P8S4_171030_352_A01,192_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I2,0.749076875,True
Gad2-IRES-Cre;Ai14-362153.03.01.03,mIVSCC-MET,P9S4_171129_403_A01,125_DG,DG,Glutamatergic,I2,0.77339818,True
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-362357.05.01.01,mIVSCC-MET,P9S4_171129_404_A01,124_DG,DG,Glutamatergic,I2,0.705371975,True
Rbp4-Cre_KL100;Ai14-362155.04.02.01,mIVSCC-MET,P2S4_171201_051_A01,125_DG,DG,Glutamatergic,I2,0.669636286,True
Tac1-IRES2-Cre;Sst-IRES-FlpO;Ai65-360614.03.01.01,mIVSCC-MET,P9S4_171201_408_A01,125_DG,DG,Glutamatergic,I2,0.911046793,True
Chrna6-IRES2-FlpO-neo;Ai65F-441479.02.02.01,mIVSCC-MET,P8S4_190225_357_A01,238_L5 ET CTX,L5 ET CTX,Glutamatergic,I2,0.7441330190000001,True
Chrna6-IRES2-FlpO-WPRE-neo;Ai65F-438743.04.02.03,mIVSCC-MET,PFS4_190221_702_A01,238_L5 ET CTX,L5 ET CTX,Glutamatergic,I2,0.8576161520000001,True
Chrna6-IRES2-FlpO-neo;Ai65F-443493.04.02.01,mIVSCC-MET,P8S4_190226_356_A01,237_L5 ET CTX,L5 ET CTX,Glutamatergic,I2,0.809818893,True
Chrna6-IRES2-FlpO-neo;Ai65F-441479.03.01.01,mIVSCC-MET,PES4_190225_653_A01,238_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.790266774,True
Glt25d2-Cre_NF107;Ai14-494559.04.02.02,mIVSCC-MET,P8S4_191028_352_A01,237_L5 ET CTX,L5 ET CTX,Glutamatergic,I2,0.6197662829999999,True
Rbp4-Cre_KL100;Ai14-335439.05.01.04,T301x,P1S4_170717_008_A01,243_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.715766175,True
Ntsr1-Cre_GN220;Ai14-473970.03.02.03,mIVSCC-MET,P8S4_190712_353_A01,327_L6 CT CTX,L6 CT CTX,Glutamatergic,I1,0.7224880640000001,True
Htr3a-Cre_NO152;Ai14-502372.11.06.01,mIVSCC-MET,PES4_191220_651_A01,246_L5 ET CTX,L5 ET CTX,Glutamatergic,I1,0.896625487,True
Vip-IRES-Cre;Ai14-504179.11.01.02,mIVSCC-MET,PFS4_200106_702_A01,246_L5 ET CTX,L5 ET CTX,Glutamatergic,I1,0.933016477,True
Chrna2-Cre_OE25;Ai14-362810.05.01.02,mIVSCC-MET,PAS4_171207_454_A01,246_L5 ET CTX,L5 ET CTX,Glutamatergic,I2,0.804864659,True
Nr5a1-Cre;Ai14-350880.05.02.01,mIVSCC-MET,P8S4_171003_356_A01,247_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.31303445399999996,False
Gad2-IRES-Cre;Ai14-504551.06.06.01,mIVSCC-MET,PES4_200110_651_A01,195_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I1,1.200925382,True
Rbp4-Cre_KL100;Ai14-506065.07.06.01,mIVSCC-MET,PES4_200113_651_A01,195_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I2,1.18613672,True
Slc17a8-IRES2-Cre;Ai14-390758.02.02.01,mIVSCC-MET,P2S4_180518_053_A01,195_L4/5 IT CTX,L4/5 IT CTX,Glutamatergic,I1,0.83397054,True
Slc17a7-IRES2-Cre;Ai14-498905.03.02.02,mIVSCC-MET,P8S4_191125_356_A01,227_L6 IT CTX,L6 IT CTX,Glutamatergic,I2,0.970101178,True
Pvalb-IRES-Cre;Ai14-419911.04.01.03,mIVSCC-MET,PES4_181019_653_A01,226_L6 IT CTX,L6 IT CTX,Glutamatergic,I2,0.9444050690000001,True
Slc17a8-IRES2-Cre;Ai14-331669.05.02.04,T301,P2S4_170714_054_A01,226_L6 IT CTX,L6 IT CTX,Glutamatergic,I1,1.022738042,True
Htr3a-Cre_NO152;Ai14-493257.03.01.03,mIVSCC-MET,P1S4_191024_006_A01,227_L6 IT CTX,L6 IT CTX,Glutamatergic,I1,0.798339881,True
Slc17a7-IRES2-Cre;Ai14-498905.06.02.01,mIVSCC-MET,PAS4_191125_460_A01,226_L6 IT CTX,L6 IT CTX,Glutamatergic,I1,0.864708633,True
Slc17a7-IRES2-Cre;Ai14-470692.04.01.03,mIVSCC-MET,P1S4_190624_003_A01,340_L6b CTX,L6b CTX,Glutamatergic,I1,0.5975518710000001,True
Htr3a-Cre_NO152;Ai14-482481.04.01.02,mIVSCC-MET,PFS4_190819_701_A01,340_L6b CTX,L6b CTX,Glutamatergic,I1,0.851506916,True
Ctgf-T2A-dgCre;Ai14-362002.04.02.02,mIVSCC-MET,P8S4_171129_352_A01,340_L6b CTX,L6b CTX,Glutamatergic,I2,1.046601852,True
Ntsr1-Cre_GN220;Ai14-497006.03.02.02,mIVSCC-MET,P8S4_191119_352_A01,341_L6b CTX,L6b CTX,Glutamatergic,I1,0.7817209279999999,True
Oxtr-T2A-Cre;Ai14-500011.04.02.01,mIVSCC-MET,PAS4_191205_456_A01,218_L6 IT CTX,L6 IT CTX,Glutamatergic,PoorQ,0.849897098,True
Slc17a6-IRES-Cre;Ai14-309388.03.01.04,T301x,P6S4_170414_254_A01,231_L6 IT CTX,L6 IT CTX,Glutamatergic,I2,1.003410318,True
Oxtr-T2A-Cre;Ai14-351471.05.01.01,mIVSCC-MET,P9S4_171004_404_A01,230_L6 IT CTX,L6 IT CTX,Glutamatergic,PoorQ,0.834021874,True
Esr2-IRES2-Cre;Ai14-506389.04.02.01,mIVSCC-MET,PAS4_200117_451_A01,230_L6 IT CTX,L6 IT CTX,Glutamatergic,I1,0.989612244,True
Rbp4-Cre_KL100;Ai14-499551.02.02.01,mIVSCC-MET,P8S4_191206_351_A01,231_L6 IT CTX,L6 IT CTX,Glutamatergic,I2,0.7341516370000001,True
Slc17a6-IRES-Cre;Ai14-309384.04.01.01,T301x,P1S4_170411_004_A01,231_L6 IT CTX,L6 IT CTX,Glutamatergic,I1,0.937671435,True
Slc17a6-IRES-Cre;Ai14-493713.04.01.02,mIVSCC-MET,P1S4_191024_002_A01,230_L6 IT CTX,L6 IT CTX,Glutamatergic,PoorQ,1.083983264,True
Htr3a-Cre_NO152;Ai14-502372.08.06.01,mIVSCC-MET,PAS4_191220_453_A01,250_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,1.03430881,True
Pvalb-tdTomato_15-499276.03.01.01,hIVSCC-METx,PXS4_191119_302_A01,251_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.925826198,True
Rbp4-Cre_KL100;Ai14-486150.05.01.01,mIVSCC-MET,PAS4_190912_451_A01,251_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.98626972,True
Gad2-IRES-Cre;Ai14-318381.03.01.03,T301x,P1S4_170517_003_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.9224079359999999,True
Rbp4-Cre_KL100;Ai14-337199.03.02.01,T301x,P2S4_170725_051_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.928116983,True
Rbp4-Cre_KL100;Ai14-337195.03.02.02,T301x,P2S4_170728_052_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,Core,0.85789445,True
Sst-IRES-Cre;Ai14-313555.02.02.02,T301x,P6S4_170417_252_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.7960350620000001,True
Glt25d2-Cre_NF107;Ai14-335724.04.02.02,T301,P8S4_170720_352_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.862933326,True
Rbp4-Cre_KL100;Ai14-451124.04.02.03,mIVSCC-MET,P8S4_190326_355_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,I1,0.898282217,True
Rbp4-Cre_KL100;Ai14-498597.03.02.02,mIVSCC-MET,P8S4_191125_352_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,Core,0.902282203,True
Gad2-IRES-Cre;Ai14-471960.03.01.02,mIVSCC-MET,PAS4_190702_452_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.7862383390000001,True
Rbp4-Cre_KL100;Ai14-475349.04.02.04,mIVSCC-MET,PAS4_190718_454_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.855940168,True
Htr3a-Cre_NO152;Ai14-493257.05.02.02,mIVSCC-MET,PAS4_191024_454_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,I1,0.8461016840000001,True
Rbp4-Cre_KL100;Ai14-498597.03.01.02,mIVSCC-MET,PAS4_191125_455_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.8458551870000001,True
Rbp4-Cre_KL100;Ai14-471971.02.01.01,mIVSCC-MET,PES4_190702_653_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.83709583,True
Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-473797.05.02.02,mIVSCC-MET,PES4_190711_656_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,1.024189052,True
Slc17a6-IRES-Cre;Ai14-478317.03.01.01,mIVSCC-MET,PES4_190802_651_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.7759690090000001,True
Ai65F-Het-442360.03.01.04,mIVSCC-MET,PFS4_190222_706_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.935645319,True
Rbp4-Cre_KL100;Ai14-487123.05.02.01,mIVSCC-MET,PFS4_190919_702_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.894590707,True
Htr3a-Cre_NO152;Ai14-493257.05.01.01,mIVSCC-MET,PFS4_191024_706_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,I2,0.766994203,True
Rbp4-Cre_KL100;Ai14-498597.04.02.04,mIVSCC-MET,PFS4_191125_704_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.793485468,True
Slc32a1-IRES-Cre;Ai14-476128.04.02.02,mIVSCC-MET,P8S4_190723_352_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.898691365,True
Rbp4-Cre_KL100;Ai14-498597.04.02.02,mIVSCC-MET,PFS4_191125_702_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.820824497,True
Rbp4-Cre_KL100;Ai14-280171.02.02.02,T301x,P4S4_161031_155_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.576405694,True
Gad2-IRES-Cre;Ai14-481679.04.02.02,mIVSCC-MET,P8S4_190819_353_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.821495368,True
Rbp4-Cre_KL100;Ai14-496252.03.02.01,mIVSCC-MET,P8S4_191114_353_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,Core,0.664263481,True
Rbp4-Cre_KL100;Ai14-335445.05.01.04,T301x,P2S4_170720_055_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.776863352,True
Cux2-CreERT2;Ai14-332801.03.01.03,T301,P1S4_170721_003_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.94725046,True
Rbp4-Cre_KL100;Ai14-280172.05.02.03,T301x,P4S4_161101_155_A01,242_L5 ET CTX,L5 ET CTX,Glutamatergic,I1,0.847482278,True
Rbp4-Cre_KL100;Ai14-502254.04.02.01,mIVSCC-MET,PFS4_191220_701_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.735344245,True
Rbp4-Cre_KL100;Ai14-465764.04.02.01,mIVSCC-MET,PFS4_190604_701_A01,241_L5 ET CTX,L5 ET CTX,Glutamatergic,PoorQ,0.982543169,True
Rorb-IRES2-Cre;Ai14-315898.03.01.05,T301x,P1S4_170424_010_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.6863990259999999,True
Rorb-IRES2-Cre;Ai14-315901.04.02.01,T301x,P1S4_170504_006_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.13929619,True
Gad2-IRES-Cre;Ai14-329253.04.01.04,T301x,P1S4_170627_004_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.057691444,True
Gad2-IRES-Cre;Ai14-329253.05.01.02,T301x,P1S4_170627_008_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.748655617,True
Slc32a1-IRES-Cre;Ai14-327667.04.01.04,T301x,P1S4_170628_004_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.917149691,True
Slc32a1-IRES-Cre;Ai14-327668.05.01.06,T301x,P1S4_170629_008_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.090391498,True
Rbp4-Cre_KL100;Ai14-335439.04.01.02,T301x,P1S4_170717_002_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.859366442,True
Rbp4-Cre_KL100;Ai14-335439.05.01.03,T301x,P1S4_170717_007_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.7425168659999999,True
Gad2-IRES-Cre;Ai14-471160.04.01.01,mIVSCC-MET,P1S4_190627_001_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.9898759859999999,True
Rbp4-Cre_KL100;Ai14-475347.04.01.03,mIVSCC-MET,P1S4_190715_003_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.972550522,True
Rbp4-Cre_KL100;Ai14-486151.03.01.03,mIVSCC-MET,P1S4_190913_003_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.206903949,True
Rbp4-Cre_KL100;Ai14-499550.03.01.01,mIVSCC-MET,P1S4_191205_001_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.815962328,True
Gad2-IRES-Cre;Ai14-504551.07.06.01,mIVSCC-MET,P1S4_200110_001_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.14647217,True
Rorb-IRES2-Cre;Ai14-315901.03.02.02,T301x,P2S4_170504_052_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.962004242,True
Rorb-IRES2-Cre;Ai14-318659.03.01.03,T301x,P2S4_170510_053_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.923666978,True
Rorb-IRES2-Cre;Ai14-318659.03.01.04,T301x,P2S4_170510_054_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.032435026,True
Chrna2-Cre_OE25;Ai14-330310.04.01.01,T301x,P2S4_170707_051_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.126117233,True
Rbp4-Cre_KL100;Ai14-335444.04.01.03,T301x,P2S4_170719_056_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.056427759,True
Rbp4-Cre_KL100;Ai14-337200.03.01.03,T301x,P2S4_170724_053_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.100833795,True
Chrna2-Cre_OE25;Ai14-342604.04.02.01,T301x,P2S4_170824_051_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.999009253,True
Rbp4-Cre_KL100;Ai14-357013.03.02.01,mIVSCC-MET,P2S4_171102_051_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.0070616479999999,True
Chrna2-Cre_OE25;Ai14-367169.04.01.02,mIVSCC-MET,P2S4_180108_054_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.655925863,True
Chrna2-Cre_OE25;Ai14-367171.04.02.02,mIVSCC-MET,P2S4_180110_052_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.99572516,True
Chrna2-Cre_OE25;Ai14-367171.04.02.03,mIVSCC-MET,P2S4_180110_053_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.832994626,True
Nos1-CreERT2;Ai14-396817.03.02.03,mIVSCC-MET,P2S4_180619_057_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.88291417,True
Rorb-IRES2-Cre;Ai14-315901.01.01.01,T301x,P5S4_170504_203_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.694626848,True
Rorb-IRES2-Cre-neo;Ai14-315666.02.01.03,T301x,P6S4_170501_259_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.7571689970000001,True
Rorb-IRES2-Cre-neo;Ai14-315667.02.01.02,T301x,P6S4_170502_252_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.7309999859999999,True
Rorb-IRES2-Cre-neo;Ai14-315667.02.02.02,T301x,P6S4_170502_255_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.667552308,True
Rbp4-Cre_KL100;Ai14-335439.04.02.02,T301x,P8S4_170717_352_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.865771927,True
Rbp4-Cre_KL100;Ai14-337200.05.01.03,T301x,P8S4_170724_357_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.155613245,True
Rorb-IRES2-Cre;Ai14-349010.04.02.01,T301x,P8S4_170926_354_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.09398183,True
Chrna2-Cre_OE25;Ai14-351070.04.02.01,mIVSCC-MET,P8S4_171003_353_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.899709379,True
Chrna2-Cre_OE25;Ai14-355477.04.01.01,mIVSCC-MET,P8S4_171020_352_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.0627835509999999,True
Rorb-IRES2-Cre;Ai14-355893.04.02.02,mIVSCC-MET,P8S4_171023_357_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.1002385190000001,True
Chrna2-Cre_OE25;Ai14-356149.05.02.01,mIVSCC-MET,P8S4_171031_351_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.039531373,True
Chrna2-Cre_OE25;Ai14-362810.03.02.01,mIVSCC-MET,P8S4_171207_352_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.813417776,True
Chrna2-Cre_OE25;Ai14-379153.04.02.01,mIVSCC-MET,P8S4_180316_351_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.07062907,True
Rbp4-Cre_KL100;Ai14-388821.03.02.01,mIVSCC-MET,P8S4_180507_354_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.9154018629999999,True
Gad2-IRES-Cre;Ai14-471960.07.02.02,mIVSCC-MET,P8S4_190702_352_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.923702111,True
Gad2-IRES-Cre;Ai14-473603.04.02.01,mIVSCC-MET,P8S4_190709_352_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.024651679,True
Gad2-IRES-Cre;Ai14-476325.03.02.01,mIVSCC-MET,P8S4_190726_354_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.02325417,True
Slc32a1-IRES-Cre;Ai14-477503.03.02.01,mIVSCC-MET,P8S4_190729_353_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.9258399629999999,True
Rbp4-Cre_KL100;Ai14-486152.04.02.02,mIVSCC-MET,P8S4_190916_352_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.819532347,True
Pvalb-IRES-Cre;Ai14-488441.04.02.03,mIVSCC-MET,P8S4_190926_353_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.006292392,True
Pvalb-IRES-Cre;Th-P2A-FlpO;Ai65-491272.04.02.01,mIVSCC-MET,P8S4_191008_351_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.95757699,True
Slc17a7-IRES2-Cre;Ai14-495728.04.02.01,mIVSCC-MET,P8S4_191105_351_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.745040336,True
Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-497491-Ai65.05.02.01,mIVSCC-MET,P8S4_191118_355_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.930728069,True
Gad2-IRES-Cre;Ai14-504551.10.06.01,mIVSCC-MET,P8S4_200110_351_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.074837864,True
Slc32a1-IRES-Cre;Ai14-504560.10.02.01,mIVSCC-MET,P8S4_200110_354_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.911347117,True
Esr2-IRES2-Cre;Ai14-506383.04.02.02,mIVSCC-MET,P8S4_200113_355_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.266703362,True
Chrna2-Cre_OE25;Ai14-351070.03.01.02,mIVSCC-MET,P9S4_171003_405_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.824180565,True
Chrna2-Cre_OE25;Ai14-367172.03.01.01,mIVSCC-MET,P9S4_180112_403_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.928760225,True
Chrna2-Cre_OE25;Ai14-355478.03.02.01,mIVSCC-MET,PAS4_171020_454_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.7913662990000001,True
Tlx3-Cre_PL56;Ai14-353876.05.02.01,mIVSCC-MET,PAS4_171101_453_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.9422509840000001,True
Chrna2-Cre_OE25;Ai14-362996.04.02.01,mIVSCC-MET,PAS4_171206_451_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.02589274,True
Chrna2-Cre_OE25;Ai14-362810.05.02.02,mIVSCC-MET,PAS4_171207_452_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.817191296,True
Rbp4-Cre_KL100;Ai14-366313.05.02.01,mIVSCC-MET,PAS4_171211_452_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.96397508,True
Chrna2-Cre_OE25;Ai14-367171.05.02.01,mIVSCC-MET,PAS4_180110_451_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.014160004,True
Chrna2-Cre_OE25;Ai14-379152.05.02.01,mIVSCC-MET,PAS4_180315_451_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.844497796,True
Vip-IRES-Cre;Ai14-381890.02.01.01,mIVSCC-MET,PAS4_180328_453_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.722821722,True
Rbp4-Cre_KL100;Ai14-388823.03.02.01,mIVSCC-MET,PAS4_180508_453_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.776682995,True
Rbp4-Cre_KL100;Ai14-409789.03.02.01,mIVSCC-MET,PAS4_180828_457_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.067536449,True
Rbp4-Cre_KL100;Ai14-438519.03.02.01,mIVSCC-MET,PAS4_190124_453_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.155079015,True
Htr3a-Cre_NO152;Ai14-442606.03.02.02,mIVSCC-MET,PAS4_190218_452_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.141296598,True
Slc17a6-IRES-Cre;Ai14-454538.05.02.01,mIVSCC-MET,PAS4_190408_454_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.012545428,True
Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552.05.02.01,mIVSCC-MET,PAS4_190620_457_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.973507646,True
Gad2-IRES-Cre;Ai14-471160.02.01.02,mIVSCC-MET,PAS4_190627_458_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.858627092,True
Gad2-IRES-Cre;Ai14-471959.06.01.01,mIVSCC-MET,PAS4_190701_453_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.9927132559999999,True
Gad2-IRES-Cre;Ai14-471961.05.02.01,mIVSCC-MET,PAS4_190703_451_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.022838712,True
Rbp4-Cre_KL100;Ai14-486152.06.02.01,mIVSCC-MET,PAS4_190916_452_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.079377572,True
Nos1-CreERT2;Sst-IRES-FlpO;Ai65-491843.05.02.02,mIVSCC-MET,PAS4_191014_456_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.836565373,True
Gad2-IRES-Cre;Ai14-492556.04.01.01,mIVSCC-MET,PAS4_191018_451_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.847194338,True
Rbp4-Cre_KL100;Ai14-496252.05.02.01,mIVSCC-MET,PAS4_191114_453_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,0.920551538,True
Rbp4-Cre_KL100;Ai14-499550.04.02.03,mIVSCC-MET,PAS4_191205_453_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,0.9481893259999999,True
Gad2-IRES-Cre;Ai14-504549.11.06.01,mIVSCC-MET,PAS4_200107_451_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.0369507070000001,True
Chrna2-Cre_OE25;Ai14-355016.05.01.03,mIVSCC-MET,PBS4_171016_505_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.027042563,True
Chrna2-Cre_OE25;Ai14-379153.05.02.01,mIVSCC-MET,PBS4_180316_501_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.00455063,True
Batf3-IRES2-FlpO-neo;Ai65F-444926.04.02.01,mIVSCC-MET,PES4_190307_652_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.9253666759999999,True
Vip-IRES-Cre;Ai14-453372.05.02.01,mIVSCC-METx,PES4_190403_652_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,Core,1.024860983,True
Htr3a-Cre_NO152;Ai14-468437.03.01.01,mIVSCC-MET,PES4_190614_653_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,1.106469665,True
Rbp4-Cre_KL100;Ai14-475347.03.01.01,mIVSCC-MET,PES4_190715_653_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.918138701,True
Rbp4-Cre_KL100;Ai14-486152.03.02.01,mIVSCC-MET,PES4_190916_652_A01,206_L5 IT CTX,L5 IT CTX,Glutamatergic,I1,1.178117681,True
Rbp4-Cre_KL100;Ai14-496256.03.01.01,mIVSCC-MET,PES4_191115_651_A01,207_L5 IT CTX,L5 IT CTX,Glutamatergic,I2,0.885319346,True
